Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Ras signaling pathway	11/232	1.056876e-02	1.275133e-01	0	0	2.344211e+00	1.066581e+01	NGFR;FGF7;ANGPT1;KIT;FGF18;KDR;PLA2G3;VEGFC;IGF1;TEK;GNG11
KEGG_2021_Human	Leukocyte transendothelial migration	7/114	1.057714e-02	1.275133e-01	0	0	3.069407e+00	1.396292e+01	CLDN6;CLDN5;MAPK11;CXCL12;MYL9;CD99;RAPGEF3
KEGG_2021_Human	Vascular smooth muscle contraction	7/133	2.286493e-02	2.611416e-01	0	0	2.604016e+00	9.838365e+00	ACTA2;EDN3;NPR1;NPR2;PLA2G3;PPP1R12B;MYL9
KEGG_2021_Human	Serotonergic synapse	6/113	3.266630e-02	3.544293e-01	0	0	2.624596e+00	8.979822e+00	KCND2;TRPC1;HTR2B;GNG11;SLC18A2;RAPGEF3
KEGG_2021_Human	Breast cancer	7/147	3.660781e-02	3.752583e-01	0	0	2.341928e+00	7.745911e+00	NCOA1;FGF7;CDK6;NOTCH4;FGF18;KIT;IGF1
KEGG_2021_Human	Axon guidance	8/182	3.968132e-02	3.752583e-01	0	0	2.154923e+00	6.953665e+00	SEMA5A;NRP1;CXCL12;TRPC1;SLIT3;SLIT2;MYL9;EPHA3
KEGG_2021_Human	Steroid hormone biosynthesis	4/61	3.977393e-02	3.752583e-01	0	0	3.277260e+00	1.056767e+01	AKR1C1;AKR1C3;AKR1C2;HSD17B6
KEGG_2021_Human	Platelet activation	6/124	4.781291e-02	4.323084e-01	0	0	2.378585e+00	7.231993e+00	COL1A1;MAPK11;COL3A1;COL1A2;VWF;TLN2
KEGG_2021_Human	Renin secretion	4/69	5.793027e-02	4.887786e-01	0	0	2.872727e+00	8.183007e+00	EDN3;NPR1;PDE1A;AQP1
KEGG_2021_Human	Hematopoietic cell lineage	5/99	5.856333e-02	4.887786e-01	0	0	2.485331e+00	7.052491e+00	KIT;CD36;ITGA5;CD1C;CD55
KEGG_2021_Human	Melanoma	4/72	6.570587e-02	4.996282e-01	0	0	2.745567e+00	7.474991e+00	FGF7;CDK6;FGF18;IGF1
KEGG_2021_Human	Diabetic cardiomyopathy	8/203	6.672361e-02	4.996282e-01	0	0	1.920773e+00	5.199910e+00	COL1A1;MAPK11;COL3A1;COL1A2;TBC1D4;CMA1;CD36;COX7A1
KEGG_2021_Human	Calcium signaling pathway	9/240	6.903863e-02	4.996282e-01	0	0	1.825131e+00	4.878738e+00	OXTR;FGF7;GNAL;PDE1A;FGF18;KDR;HTR2B;CASQ2;VEGFC
KEGG_2021_Human	ABC transporters	3/45	6.907302e-02	4.996282e-01	0	0	3.330378e+00	8.900740e+00	ABCB1;ABCA6;ABCA8
KEGG_2021_Human	HIF-1 signaling pathway	5/109	8.106789e-02	5.524784e-01	0	0	2.245204e+00	5.641004e+00	ANGPT1;MKNK1;SERPINE1;IGF1;TEK
KEGG_2021_Human	Signaling pathways regulating pluripotency of stem cells	6/143	8.278444e-02	5.524784e-01	0	0	2.046708e+00	5.099405e+00	MAPK11;MEIS1;ID1;ID3;LIFR;IGF1
KEGG_2021_Human	Proximal tubule bicarbonate reclamation	2/23	8.401745e-02	5.524784e-01	0	0	4.434694e+00	1.098354e+01	PCK1;AQP1
KEGG_2021_Human	Cell adhesion molecules	6/148	9.384940e-02	5.976547e-01	0	0	1.974133e+00	4.670925e+00	CLDN6;SELP;CLDN5;NLGN4X;NCAM2;CD99
KEGG_2021_Human	Cytokine-cytokine receptor interaction	10/295	9.639592e-02	5.976547e-01	0	0	1.643076e+00	3.843634e+00	ACVRL1;NGFR;IL33;CXCL12;CCL21;LEP;LEPR;ACKR3;LIFR;CXCL14
KEGG_2021_Human	Phagosome	6/152	1.032454e-01	6.223405e-01	0	0	1.919652e+00	4.358851e+00	COLEC12;STX12;STX7;CD36;ITGA5;THBS2
KEGG_2021_Human	Oxytocin signaling pathway	6/154	1.081214e-01	6.233515e-01	0	0	1.893516e+00	4.212128e+00	OXTR;NPR1;NPR2;CACNA2D3;PPP1R12B;MYL9
KEGG_2021_Human	Non-alcoholic fatty liver disease	6/155	1.106032e-01	6.233515e-01	0	0	1.880711e+00	4.140962e+00	MAPK11;LEP;ADIPOQ;LEPR;PPARG;COX7A1
KEGG_2021_Human	Cardiac muscle contraction	4/87	1.120309e-01	6.233515e-01	0	0	2.247651e+00	4.920064e+00	TPM2;CACNA2D3;CASQ2;COX7A1
KEGG_2021_Human	Hypertrophic cardiomyopathy	4/90	1.226720e-01	6.654957e-01	0	0	2.168911e+00	4.550897e+00	TPM2;CACNA2D3;ITGA5;IGF1
KEGG_2021_Human	Rheumatoid arthritis	4/93	1.337259e-01	7.077689e-01	0	0	2.095479e+00	4.216026e+00	CXCL12;ANGPT1;CTSK;TEK
KEGG_2021_Human	Arachidonic acid metabolism	3/61	1.379107e-01	7.125384e-01	0	0	2.409678e+00	4.773932e+00	GPX2;AKR1C3;PLA2G3
KEGG_2021_Human	Dilated cardiomyopathy	4/96	1.451703e-01	7.233370e-01	0	0	2.026836e+00	3.911485e+00	TPM2;CACNA2D3;ITGA5;IGF1
KEGG_2021_Human	Glycerophospholipid metabolism	4/98	1.530053e-01	7.233370e-01	0	0	1.983508e+00	3.723606e+00	CHKB;GPD1;CHAT;PLA2G3
KEGG_2021_Human	Pathways in cancer	15/531	1.559948e-01	7.233370e-01	0	0	1.361494e+00	2.529564e+00	NCOA1;NOTCH4;LPAR1;VEGFC;LAMB1;IGF1;GLI1;GNG11;FGF7;CXCL12;CDK6;KIT;FGF18;PPARG;GSTM5
KEGG_2021_Human	Viral protein interaction with cytokine and cytokine receptor	4/100	1.609964e-01	7.233370e-01	0	0	1.941986e+00	3.546790e+00	CXCL12;CCL21;ACKR3;CXCL14
KEGG_2021_Human	Apelin signaling pathway	5/137	1.641595e-01	7.233370e-01	0	0	1.766405e+00	3.191747e+00	ACTA2;SERPINE1;APLNR;PPARGC1A;GNG11
KEGG_2021_Human	Insulin signaling pathway	5/137	1.641595e-01	7.233370e-01	0	0	1.766405e+00	3.191747e+00	SOCS2;MKNK1;SORBS1;PCK1;PPARGC1A
KEGG_2021_Human	Longevity regulating pathway	4/102	1.691365e-01	7.233370e-01	0	0	1.902158e+00	3.380228e+00	ADIPOQ;PPARG;IGF1;PPARGC1A
KEGG_2021_Human	Fluid shear stress and atherosclerosis	5/139	1.710804e-01	7.233370e-01	0	0	1.739862e+00	3.071938e+00	THBD;MAPK11;CAV1;KDR;GSTM5
KEGG_2021_Human	Retinol metabolism	3/68	1.732291e-01	7.233370e-01	0	0	2.149403e+00	3.768206e+00	CYP26A1;ALDH1A1;HSD17B6
KEGG_2021_Human	cAMP signaling pathway	7/216	1.733342e-01	7.233370e-01	0	0	1.563187e+00	2.739537e+00	OXTR;EDN3;NPR1;FXYD1;GLI1;MYL9;RAPGEF3
KEGG_2021_Human	Regulation of actin cytoskeleton	7/218	1.789189e-01	7.325546e-01	0	0	1.548210e+00	2.664195e+00	FGF7;CXCL12;FGF18;LPAR1;ITGA5;PPP1R12B;MYL9
KEGG_2021_Human	Aldosterone-regulated sodium reabsorption	2/37	1.833485e-01	7.341174e-01	0	0	2.658912e+00	4.510489e+00	IGF1;NR3C2
KEGG_2021_Human	Neuroactive ligand-receptor interaction	10/341	1.860666e-01	7.341174e-01	0	0	1.411360e+00	2.373414e+00	OXTR;EDN3;GRP;LEP;LPAR1;LEPR;APLNR;HTR2B;S1PR1;PTH2R
KEGG_2021_Human	Insulin resistance	4/108	1.943766e-01	7.532095e-01	0	0	1.791866e+00	2.935001e+00	TBC1D4;CD36;PCK1;PPARGC1A
KEGG_2021_Human	p53 signaling pathway	3/73	1.998440e-01	7.608095e-01	0	0	1.995363e+00	3.212970e+00	CDK6;SERPINE1;IGF1
KEGG_2021_Human	Phospholipase D signaling pathway	5/148	2.035403e-01	7.615216e-01	0	0	1.629605e+00	2.594154e+00	KIT;LPAR1;MS4A2;DNM1;RAPGEF3
KEGG_2021_Human	Taurine and hypotaurine metabolism	1/11	2.091464e-01	7.639242e-01	0	0	4.647981e+00	7.272793e+00	CDO1
KEGG_2021_Human	Pertussis	3/76	2.162527e-01	7.639242e-01	0	0	1.913068e+00	2.929495e+00	MAPK11;NOD1;ITGA5
KEGG_2021_Human	Coronavirus disease	7/232	2.200104e-01	7.639242e-01	0	0	1.450827e+00	2.196670e+00	SELP;NRP1;MAPK11;C6;C7;VWF;C9
KEGG_2021_Human	Arrhythmogenic right ventricular cardiomyopathy	3/77	2.217844e-01	7.639242e-01	0	0	1.887119e+00	2.842094e+00	GJA1;CACNA2D3;ITGA5
KEGG_2021_Human	Bacterial invasion of epithelial cells	3/77	2.217844e-01	7.639242e-01	0	0	1.887119e+00	2.842094e+00	CAV1;ITGA5;DNM1
KEGG_2021_Human	Fat digestion and absorption	2/43	2.297645e-01	7.670601e-01	0	0	2.269106e+00	3.337174e+00	PLA2G3;CD36
KEGG_2021_Human	Type I diabetes mellitus	2/43	2.297645e-01	7.670601e-01	0	0	2.269106e+00	3.337174e+00	PTPRN;CPE
KEGG_2021_Human	Thyroid hormone signaling pathway	4/121	2.524777e-01	8.203065e-01	0	0	1.591707e+00	2.190876e+00	NCOA1;TBC1D4;NOTCH4;RCAN2
KEGG_2021_Human	Type II diabetes mellitus	2/46	2.532744e-01	8.203065e-01	0	0	2.114069e+00	2.903213e+00	SOCS2;ADIPOQ
KEGG_2021_Human	JAK-STAT signaling pathway	5/162	2.575716e-01	8.219563e-01	0	0	1.483221e+00	2.011927e+00	SOCS2;LEP;FHL1;LEPR;LIFR
KEGG_2021_Human	Human papillomavirus infection	9/331	2.662739e-01	8.374120e-01	0	0	1.303175e+00	1.724400e+00	COL1A1;COL1A2;CDK6;VWF;TNN;NOTCH4;LAMB1;ITGA5;THBS2
KEGG_2021_Human	cGMP-PKG signaling pathway	5/167	2.776606e-01	8.462831e-01	0	0	1.437073e+00	1.841401e+00	KCNJ8;NPR1;NPR2;PDE2A;MYL9
KEGG_2021_Human	Gap junction	3/88	2.841080e-01	8.462831e-01	0	0	1.641977e+00	2.066265e+00	GJA1;HTR2B;LPAR1
KEGG_2021_Human	Tight junction	5/169	2.857851e-01	8.462831e-01	0	0	1.419401e+00	1.777821e+00	CLDN6;CLDN5;SYNPO;CD1C;MYL9
KEGG_2021_Human	Purine metabolism	4/129	2.898557e-01	8.462831e-01	0	0	1.489225e+00	1.844214e+00	NPR1;NPR2;PDE1A;PDE2A
KEGG_2021_Human	Ovarian steroidogenesis	2/51	2.925222e-01	8.462831e-01	0	0	1.897862e+00	2.332880e+00	AKR1C3;IGF1
KEGG_2021_Human	FoxO signaling pathway	4/131	2.993249e-01	8.462831e-01	0	0	1.465622e+00	1.767871e+00	MAPK11;S1PR1;IGF1;PCK1
KEGG_2021_Human	Morphine addiction	3/91	3.014024e-01	8.462831e-01	0	0	1.585756e+00	1.901812e+00	PDE1A;PDE2A;GNG11
KEGG_2021_Human	Dopaminergic synapse	4/132	3.040734e-01	8.462831e-01	0	0	1.454097e+00	1.731082e+00	MAPK11;GNAL;GNG11;SLC18A2
KEGG_2021_Human	Nitrogen metabolism	1/17	3.041939e-01	8.462831e-01	0	0	2.904097e+00	3.456137e+00	CA3
KEGG_2021_Human	Glycosaminoglycan biosynthesis	2/53	3.081634e-01	8.464741e-01	0	0	1.823249e+00	2.146193e+00	UST;XYLT1
KEGG_2021_Human	Regulation of lipolysis in adipocytes	2/55	3.237349e-01	8.626626e-01	0	0	1.754268e+00	1.978516e+00	NPR1;AQP7
KEGG_2021_Human	Staphylococcus aureus infection	3/95	3.245322e-01	8.626626e-01	0	0	1.516499e+00	1.706623e+00	SELP;CFH;KRT14
KEGG_2021_Human	Hedgehog signaling pathway	2/56	3.314879e-01	8.626626e-01	0	0	1.721693e+00	1.901032e+00	EVC;GLI1
KEGG_2021_Human	Glycosaminoglycan degradation	1/19	3.332723e-01	8.626626e-01	0	0	2.581156e+00	2.836162e+00	HYAL3
KEGG_2021_Human	Glutathione metabolism	2/57	3.392155e-01	8.626626e-01	0	0	1.690303e+00	1.827420e+00	GPX2;GSTM5
KEGG_2021_Human	Aldosterone synthesis and secretion	3/98	3.418847e-01	8.626626e-01	0	0	1.468383e+00	1.575989e+00	NPR1;PDE2A;PRKD1
KEGG_2021_Human	Inflammatory mediator regulation of TRP channels	3/98	3.418847e-01	8.626626e-01	0	0	1.468383e+00	1.575989e+00	MAPK11;HTR2B;IGF1
KEGG_2021_Human	Prion disease	7/273	3.545473e-01	8.645514e-01	0	0	1.224604e+00	1.269808e+00	MAPK11;C6;C7;C9;CAV1;NCAM2;COX7A1
KEGG_2021_Human	Notch signaling pathway	2/59	3.545856e-01	8.645514e-01	0	0	1.630827e+00	1.690851e+00	ATXN1;NOTCH4
KEGG_2021_Human	VEGF signaling pathway	2/59	3.545856e-01	8.645514e-01	0	0	1.630827e+00	1.690851e+00	MAPK11;KDR
KEGG_2021_Human	Viral myocarditis	2/60	3.622236e-01	8.702956e-01	0	0	1.602627e+00	1.627458e+00	CAV1;CD55
KEGG_2021_Human	Chagas disease	3/102	3.649627e-01	8.702956e-01	0	0	1.408765e+00	1.419980e+00	MAPK11;GNAL;SERPINE1
KEGG_2021_Human	Histidine metabolism	1/22	3.746323e-01	8.805528e-01	0	0	2.212080e+00	2.171843e+00	ASPA
KEGG_2021_Human	Transcriptional misregulation in cancer	5/192	3.812908e-01	8.805528e-01	0	0	1.243348e+00	1.198827e+00	NGFR;MEIS1;TSPAN7;PPARG;IGF1
KEGG_2021_Human	Lysine degradation	2/63	3.849249e-01	8.805528e-01	0	0	1.523575e+00	1.454568e+00	SMYD3;AASS
KEGG_2021_Human	Renin-angiotensin system	1/23	3.878421e-01	8.805528e-01	0	0	2.111423e+00	1.999849e+00	CMA1
KEGG_2021_Human	Adrenergic signaling in cardiomyocytes	4/150	3.901875e-01	8.805528e-01	0	0	1.273645e+00	1.198663e+00	MAPK11;TPM2;CACNA2D3;RAPGEF3
KEGG_2021_Human	Glucagon signaling pathway	3/107	3.936111e-01	8.805528e-01	0	0	1.340692e+00	1.250050e+00	SIK2;PCK1;PPARGC1A
KEGG_2021_Human	Pathogenic Escherichia coli infection	5/197	4.021962e-01	8.905774e-01	0	0	1.210656e+00	1.102684e+00	CLDN6;CLDN5;MAPK11;MYO1E;LPAR1
KEGG_2021_Human	alpha-Linolenic acid metabolism	1/25	4.134323e-01	9.053667e-01	0	0	1.935273e+00	1.709352e+00	PLA2G3
KEGG_2021_Human	Fc epsilon RI signaling pathway	2/68	4.219454e-01	9.053667e-01	0	0	1.407792e+00	1.214755e+00	MAPK11;MS4A2
KEGG_2021_Human	Folate biosynthesis	1/26	4.258244e-01	9.053667e-01	0	0	1.857767e+00	1.586028e+00	AKR1C3
KEGG_2021_Human	Salmonella infection	6/249	4.292200e-01	9.053667e-01	0	0	1.147614e+00	9.706354e-01	MAPK11;FLNA;PIK3C2G;NOD1;FLNC;MYL9
KEGG_2021_Human	Epithelial cell signaling in Helicobacter pylori infection	2/70	4.364327e-01	9.053667e-01	0	0	1.366246e+00	1.132784e+00	MAPK11;NOD1
KEGG_2021_Human	Prolactin signaling pathway	2/70	4.364327e-01	9.053667e-01	0	0	1.366246e+00	1.132784e+00	SOCS2;MAPK11
KEGG_2021_Human	Endocytosis	6/252	4.404292e-01	9.053667e-01	0	0	1.133443e+00	9.294295e-01	EHD2;EHD3;DAB2;RAB31;CAV1;DNM1
KEGG_2021_Human	Adherens junction	2/71	4.436024e-01	9.053667e-01	0	0	1.346377e+00	1.094371e+00	SNAI2;SORBS1
KEGG_2021_Human	Hippo signaling pathway	4/163	4.516061e-01	9.053667e-01	0	0	1.168728e+00	9.290744e-01	SERPINE1;ID1;SNAI2;FAT4
KEGG_2021_Human	Growth hormone synthesis, secretion and action	3/119	4.607499e-01	9.053667e-01	0	0	1.201259e+00	9.308555e-01	SOCS2;MAPK11;IGF1
KEGG_2021_Human	Sphingolipid signaling pathway	3/119	4.607499e-01	9.053667e-01	0	0	1.201259e+00	9.308555e-01	MAPK11;S1PR1;MS4A2
KEGG_2021_Human	Linoleic acid metabolism	1/29	4.614552e-01	9.053667e-01	0	0	1.658466e+00	1.282609e+00	PLA2G3
KEGG_2021_Human	Glioma	2/75	4.717626e-01	9.053667e-01	0	0	1.272342e+00	9.558843e-01	CDK6;IGF1
KEGG_2021_Human	Thyroid hormone synthesis	2/75	4.717626e-01	9.053667e-01	0	0	1.272342e+00	9.558843e-01	GPX2;ALB
KEGG_2021_Human	Citrate cycle (TCA cycle)	1/30	4.728350e-01	9.053667e-01	0	0	1.601196e+00	1.199310e+00	PCK1
KEGG_2021_Human	Metabolism of xenobiotics by cytochrome P450	2/76	4.786682e-01	9.053667e-01	0	0	1.255084e+00	9.246798e-01	AKR1C1;GSTM5
KEGG_2021_Human	MicroRNAs in cancer	7/310	4.814698e-01	9.053667e-01	0	0	1.073005e+00	7.842720e-01	ABCB1;CDK6;TNN;NOTCH4;ITGA5;ZFPM2;TP63
KEGG_2021_Human	Asthma	1/31	4.839748e-01	9.053667e-01	0	0	1.547743e+00	1.123232e+00	MS4A2
KEGG_2021_Human	Synaptic vesicle cycle	2/78	4.923125e-01	9.065287e-01	0	0	1.221930e+00	8.659103e-01	SLC18A2;DNM1
KEGG_2021_Human	Influenza A	4/172	4.929511e-01	9.065287e-01	0	0	1.105605e+00	7.820445e-01	IL33;TPSB2;CDK6;TPSAB1
KEGG_2021_Human	Osteoclast differentiation	3/127	5.036959e-01	9.142119e-01	0	0	1.123297e+00	7.703372e-01	MAPK11;CTSK;PPARG
KEGG_2021_Human	SNARE interactions in vesicular transport	1/33	5.055549e-01	9.142119e-01	0	0	1.450861e+00	9.896302e-01	STX7
KEGG_2021_Human	Starch and sucrose metabolism	1/36	5.362486e-01	9.330169e-01	0	0	1.326298e+00	8.264925e-01	GYG2
KEGG_2021_Human	Thermogenesis	5/232	5.435615e-01	9.330169e-01	0	0	1.022143e+00	6.231108e-01	MAPK11;NPR1;PPARG;PPARGC1A;COX7A1
KEGG_2021_Human	Taste transduction	2/86	5.445714e-01	9.330169e-01	0	0	1.105102e+00	6.716326e-01	PDE1A;SCN3A
KEGG_2021_Human	Systemic lupus erythematosus	3/135	5.448190e-01	9.330169e-01	0	0	1.054784e+00	6.405722e-01	C6;C7;C9
KEGG_2021_Human	African trypanosomiasis	1/37	5.460513e-01	9.330169e-01	0	0	1.289390e+00	7.801357e-01	HBB
KEGG_2021_Human	Alanine, aspartate and glutamate metabolism	1/37	5.460513e-01	9.330169e-01	0	0	1.289390e+00	7.801357e-01	ASPA
KEGG_2021_Human	Thyroid cancer	1/37	5.460513e-01	9.330169e-01	0	0	1.289390e+00	7.801357e-01	PPARG
KEGG_2021_Human	Yersinia infection	3/137	5.547870e-01	9.405374e-01	0	0	1.038934e+00	6.121098e-01	MAPK11;ITGA5;SKAP2
KEGG_2021_Human	Bile secretion	2/90	5.692607e-01	9.575936e-01	0	0	1.054654e+00	5.942095e-01	ABCB1;AQP1
KEGG_2021_Human	Chemokine signaling pathway	4/192	5.795988e-01	9.620878e-01	0	0	9.869694e-01	5.383120e-01	CXCL12;CCL21;CXCL14;GNG11
KEGG_2021_Human	Small cell lung cancer	2/92	5.812378e-01	9.620878e-01	0	0	1.031111e+00	5.594761e-01	CDK6;LAMB1
KEGG_2021_Human	IL-17 signaling pathway	2/94	5.929685e-01	9.620878e-01	0	0	1.008592e+00	5.271044e-01	MAPK11;MMP13
KEGG_2021_Human	Shigellosis	5/246	5.956619e-01	9.620878e-01	0	0	9.620685e-01	4.984304e-01	MAPK11;NOD1;TLN2;ITGA5;MYL9
KEGG_2021_Human	Gastric cancer	3/149	6.117679e-01	9.620878e-01	0	0	9.529539e-01	4.682838e-01	FGF7;ABCB1;FGF18
KEGG_2021_Human	Choline metabolism in cancer	2/98	6.156897e-01	9.620878e-01	0	0	9.663690e-01	4.687007e-01	SLC22A3;CHKB
KEGG_2021_Human	Glycosphingolipid biosynthesis	1/45	6.173853e-01	9.620878e-01	0	0	1.054524e+00	5.085567e-01	FUT2
KEGG_2021_Human	Progesterone-mediated oocyte maturation	2/100	6.266809e-01	9.620878e-01	0	0	9.465500e-01	4.423396e-01	MAPK11;IGF1
KEGG_2021_Human	Pyruvate metabolism	1/47	6.333973e-01	9.620878e-01	0	0	1.008572e+00	4.605717e-01	PCK1
KEGG_2021_Human	Pancreatic secretion	2/102	6.374270e-01	9.620878e-01	0	0	9.275238e-01	4.176784e-01	TRPC1;PLA2G3
KEGG_2021_Human	Intestinal immune network for IgA production	1/48	6.411508e-01	9.620878e-01	0	0	9.870622e-01	4.387399e-01	CXCL12
KEGG_2021_Human	Cellular senescence	3/156	6.426700e-01	9.620878e-01	0	0	9.090271e-01	4.019026e-01	MAPK11;CDK6;SERPINE1
KEGG_2021_Human	Hepatitis C	3/157	6.469405e-01	9.620878e-01	0	0	9.030778e-01	3.932913e-01	CLDN6;CLDN5;CDK6
KEGG_2021_Human	NF-kappa B signaling pathway	2/104	6.479291e-01	9.620878e-01	0	0	9.092437e-01	3.945882e-01	CXCL12;CCL21
KEGG_2021_Human	Toll-like receptor signaling pathway	2/104	6.479291e-01	9.620878e-01	0	0	9.092437e-01	3.945882e-01	MAPK11;CTSK
KEGG_2021_Human	Cocaine addiction	1/49	6.487407e-01	9.620878e-01	0	0	9.664489e-01	4.182039e-01	SLC18A2
KEGG_2021_Human	Ether lipid metabolism	1/49	6.487407e-01	9.620878e-01	0	0	9.664489e-01	4.182039e-01	PLA2G3
KEGG_2021_Human	Cholesterol metabolism	1/50	6.561705e-01	9.620878e-01	0	0	9.466770e-01	3.988678e-01	CD36
KEGG_2021_Human	Cysteine and methionine metabolism	1/50	6.561705e-01	9.620878e-01	0	0	9.466770e-01	3.988678e-01	CDO1
KEGG_2021_Human	Lipid and atherosclerosis	4/215	6.679319e-01	9.622329e-01	0	0	8.783419e-01	3.544716e-01	SELP;MAPK11;PPARG;CD36
KEGG_2021_Human	Drug metabolism	2/108	6.682081e-01	9.622329e-01	0	0	8.747529e-01	3.526616e-01	CES1;GSTM5
KEGG_2021_Human	Endocrine and other factor-regulated calcium reabsorption	1/53	6.775321e-01	9.622329e-01	0	0	8.919240e-01	3.472245e-01	DNM1
KEGG_2021_Human	Wnt signaling pathway	3/166	6.837415e-01	9.622329e-01	0	0	8.528193e-01	3.242208e-01	SFRP4;WIF1;DKK2
KEGG_2021_Human	TNF signaling pathway	2/112	6.875340e-01	9.622329e-01	0	0	8.427706e-01	3.157389e-01	MAPK11;VEGFC
KEGG_2021_Human	Toxoplasmosis	2/112	6.875340e-01	9.622329e-01	0	0	8.427706e-01	3.157389e-01	MAPK11;LAMB1
KEGG_2021_Human	Cholinergic synapse	2/113	6.922189e-01	9.622329e-01	0	0	8.351351e-01	3.072070e-01	CHAT;GNG11
KEGG_2021_Human	Glutamatergic synapse	2/114	6.968457e-01	9.622329e-01	0	0	8.276361e-01	2.989349e-01	TRPC1;GNG11
KEGG_2021_Human	Human cytomegalovirus infection	4/225	7.021305e-01	9.622329e-01	0	0	8.381649e-01	2.964052e-01	MAPK11;CDK6;CXCL12;GNG11
KEGG_2021_Human	Neurotrophin signaling pathway	2/119	7.191228e-01	9.622329e-01	0	0	7.920635e-01	2.611617e-01	NGFR;MAPK11
KEGG_2021_Human	Long-term depression	1/60	7.223670e-01	9.622329e-01	0	0	7.858207e-01	2.555661e-01	IGF1
KEGG_2021_Human	NOD-like receptor signaling pathway	3/181	7.385898e-01	9.622329e-01	0	0	7.803491e-01	2.364557e-01	MAPK11;NOD1;ANTXR1
KEGG_2021_Human	Basal cell carcinoma	1/63	7.396244e-01	9.622329e-01	0	0	7.476822e-01	2.255105e-01	GLI1
