Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Base excision repair	7/33	9.251087e-05	2.127750e-03	0	0	7.826749e+00	7.269629e+01	MBD4;PCNA;LIG1;POLD1;TDG;POLE2;HMGB1
KEGG_2021_Human	Cellular senescence	15/156	2.497734e-04	5.266056e-03	0	0	3.111702e+00	2.581143e+01	HUS1;FOXO3;FOXM1;MAPK13;CCNA2;NRAS;RBL1;CCNE1;CHEK1;CDK2;CDK1;MYBL2;E2F3;NBN;SLC25A5
KEGG_2021_Human	Parkinson disease	20/249	2.968605e-04	5.777362e-03	0	0	2.562400e+00	2.081245e+01	COX7B;NDUFA6;PSMD14;TUBAL3;GNAI3;NDUFB2;COX7A2;PSMA7;TUBA1C;PSMB7;TUBA1B;PSMA3;PSMA4;PSMB5;PSMD2;PSMD1;CYCS;NDUFS1;SLC25A5;UBA52
KEGG_2021_Human	Prion disease	21/273	3.795136e-04	6.576245e-03	0	0	2.445769e+00	1.926440e+01	GSK3B;COX7B;NDUFA6;PSMD14;TUBAL3;NDUFB2;COX7A2;PSMA7;MAPK13;TUBA1C;PSMB7;TUBA1B;PSMA3;PSMA4;PSMB5;PSMD2;PSMD1;CYCS;NDUFS1;RAC1;SLC25A5
KEGG_2021_Human	Oocyte meiosis	13/129	4.033534e-04	6.576245e-03	0	0	3.272312e+00	2.557540e+01	PLK1;CDC25C;PKMYT1;YWHAZ;RBX1;MAPK13;CDC20;PTTG1;YWHAQ;ESPL1;CCNE1;CDK2;CDK1
KEGG_2021_Human	Glyoxylate and dicarboxylate metabolism	6/30	4.158890e-04	6.576245e-03	0	0	7.257519e+00	5.650045e+01	GRHPR;MDH1;SHMT2;MDH2;PCCB;ACAT2
KEGG_2021_Human	Viral carcinogenesis	17/203	5.127274e-04	7.630590e-03	0	0	2.675274e+00	2.026725e+01	HDAC2;UBR4;YWHAZ;SND1;CDC20;CCNA2;NRAS;DLG1;RBL1;YWHAQ;CCNE1;CHEK1;CDK2;CDK1;PMAIP1;RAC1;SKP2
KEGG_2021_Human	Phagosome	14/152	6.137312e-04	8.626332e-03	0	0	2.963338e+00	2.191671e+01	ATP6V1A;TFRC;TUBAL3;TUBA1C;TUBA1B;PIKFYVE;SEC61G;ATP6V1H;RAC1;SEC61B;ATP6V1E1;SEC22B;ATP6V1C1;RAB7A
KEGG_2021_Human	Nucleotide excision repair	7/47	9.070897e-04	1.207862e-02	0	0	5.083697e+00	3.561267e+01	RFC3;PCNA;LIG1;POLD1;POLE2;RPA3;RBX1
KEGG_2021_Human	Spinocerebellar ataxia	13/143	1.071093e-03	1.354933e-02	0	0	2.917781e+00	1.995493e+01	PSMD14;PSMA7;AFG3L2;PSMB7;PSMA3;PSMA4;PSMB5;OPA1;PSMD2;RB1CC1;PSMD1;CYCS;SLC25A5
KEGG_2021_Human	Alzheimer disease	24/369	1.631660e-03	1.965762e-02	0	0	2.041153e+00	1.310044e+01	GSK3B;COX7B;NDUFA6;PSMD14;CHUK;TUBAL3;FZD9;NDUFB2;COX7A2;CSNK1E;PSMA7;TUBA1C;PSMB7;TUBA1B;PSMA3;NRAS;PSMA4;PSMB5;PSMD2;RB1CC1;PSMD1;CYCS;NDUFS1;SLC25A5
KEGG_2021_Human	Fanconi anemia pathway	7/54	2.087070e-03	2.304889e-02	0	0	4.324981e+00	2.669376e+01	TOP3B;BLM;RAD51;FANCL;RPA3;FANCA;FANCE
KEGG_2021_Human	mTOR signaling pathway	13/154	2.095353e-03	2.304889e-02	0	0	2.688612e+00	1.658344e+01	ATP6V1A;GSK3B;CHUK;FZD9;NRAS;RRAGC;ATP6V1H;ATP6V1E1;SKP2;DEPDC5;EIF4E2;ATP6V1C1;LAMTOR5
KEGG_2021_Human	Pathways of neurodegeneration	28/475	2.961085e-03	2.955847e-02	0	0	1.839448e+00	1.070963e+01	GSK3B;COX7B;PSMD14;TUBAL3;NDUFB2;COX7A2;PSMA7;TUBA1C;PSMB7;TUBA1B;NRAS;PSMB5;PSMD2;RB1CC1;PSMD1;RAC1;IFT57;NDUFA6;FZD9;CSNK1E;MAPK13;PSMA3;PSMA4;CYCS;NDUFS1;SLC25A5;UBA52;DNAL4
KEGG_2021_Human	p53 signaling pathway	8/73	3.034884e-03	2.955847e-02	0	0	3.576099e+00	2.073273e+01	RRM2;CCNE1;CHEK1;CDK2;CDK1;PMAIP1;CYCS;GTSE1
KEGG_2021_Human	Human T-cell leukemia virus 1 infection	16/219	3.037629e-03	2.955847e-02	0	0	2.301478e+00	1.334093e+01	CHUK;BUB1B;CDC20;CCNA2;NRAS;DLG1;XPO1;PTTG1;ESPL1;CCNE1;CHEK1;CDK2;TSPO;E2F3;TCF3;SLC25A5
KEGG_2021_Human	Small cell lung cancer	9/92	3.723205e-03	3.488781e-02	0	0	3.152441e+00	1.763214e+01	CHUK;CCNE1;CDK2;CKS2;CYCS;E2F3;SKP2;BIRC2;CKS1B
KEGG_2021_Human	Vibrio cholerae infection	6/50	6.319083e-03	5.709743e-02	0	0	3.954545e+00	2.002653e+01	ATP6V1A;SEC61G;ATP6V1H;SEC61B;ATP6V1E1;ATP6V1C1
KEGG_2021_Human	Protein export	4/23	6.688464e-03	5.835108e-02	0	0	6.094847e+00	3.051916e+01	SRP72;SEC61G;SEC61B;SEC63
KEGG_2021_Human	Ubiquitin mediated proteolysis	11/140	7.618763e-03	6.396385e-02	0	0	2.480620e+00	1.209833e+01	CDC20;PPIL2;FANCL;UBE2C;UBA2;TRIP12;SKP2;SAE1;UBA52;BIRC2;RBX1
KEGG_2021_Human	Colorectal cancer	8/86	8.213342e-03	6.396385e-02	0	0	2.978072e+00	1.430069e+01	MSH6;GSK3B;RALA;NRAS;BIRC5;PMAIP1;CYCS;RAC1
KEGG_2021_Human	Epstein-Barr virus infection	14/202	8.415762e-03	6.396385e-02	0	0	2.169549e+00	1.036534e+01	HDAC2;PSMD14;CHUK;MAPK13;CCNA2;CCNE1;PSMD2;SAP30L;CDK2;PSMD1;CYCS;E2F3;RAC1;SKP2
KEGG_2021_Human	Apoptosis	11/142	8.440173e-03	6.396385e-02	0	0	2.442494e+00	1.166230e+01	TUBA1C;DFFB;TUBA1B;NRAS;CHUK;TUBAL3;PMAIP1;CYCS;BIRC5;BIRC2;LMNB1
KEGG_2021_Human	Hepatitis B	12/162	8.595933e-03	6.396385e-02	0	0	2.328255e+00	1.107427e+01	CCNA2;NRAS;PCNA;YWHAQ;CHUK;CCNE1;CDK2;CYCS;BIRC5;E2F3;YWHAZ;MAPK13
KEGG_2021_Human	Epithelial cell signaling in Helicobacter pylori infection	7/70	8.930375e-03	6.455386e-02	0	0	3.223896e+00	1.521130e+01	ATP6V1A;CHUK;ATP6V1H;RAC1;ATP6V1E1;ATP6V1C1;MAPK13
KEGG_2021_Human	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	4/26	1.043215e-02	7.331482e-02	0	0	5.262914e+00	2.401396e+01	GPAA1;PIGK;MPPE1;PIGF
KEGG_2021_Human	Pyrimidine metabolism	6/56	1.091256e-02	7.461833e-02	0	0	3.478917e+00	1.571719e+01	RRM2;CMPK1;NUDT2;TK1;NT5C1B-RDH14;UMPS
KEGG_2021_Human	Purine metabolism	10/129	1.167185e-02	7.770995e-02	0	0	2.442187e+00	1.086914e+01	PRPS2;DGUOK;ATIC;RRM2;AK2;NUDT2;AMPD2;HPRT1;NT5C1B-RDH14;PAICS
KEGG_2021_Human	Human immunodeficiency virus 1 infection	14/212	1.251735e-02	8.120228e-02	0	0	2.058899e+00	9.019297e+00	CHUK;LIMK2;GNAI3;CDC25C;RBX1;MAPK13;NRAS;GNG5;CHEK1;CDK1;CYCS;RAC1;PAK2;APOBEC3B
KEGG_2021_Human	Mineral absorption	6/60	1.504821e-02	9.517993e-02	0	0	3.220551e+00	1.351503e+01	MT2A;MT1F;MT1X;ATP1B3;MT1HL1;MT1E
KEGG_2021_Human	mRNA surveillance pathway	8/98	1.723320e-02	1.063415e-01	0	0	2.579387e+00	1.047468e+01	UPF2;CPSF6;CLP1;RNMT;CSTF3;MAGOH;NXT2;PELO
KEGG_2021_Human	Progesterone-mediated oocyte maturation	8/100	1.924078e-02	1.132840e-01	0	0	2.523051e+00	9.967876e+00	CCNA2;PLK1;CDK2;CDK1;GNAI3;CDC25C;PKMYT1;MAPK13
KEGG_2021_Human	RNA polymerase	4/31	1.925380e-02	1.132840e-01	0	0	4.287190e+00	1.693460e+01	POLR2B;POLR2F;POLR2H;POLR2K
KEGG_2021_Human	Salmonella infection	15/249	2.130745e-02	1.221356e-01	0	0	1.865912e+00	7.181334e+00	CYFIP1;NCKAP1;RALA;CHUK;TUBAL3;ARPC5L;MAPK13;TUBA1C;TUBA1B;CYCS;KPNA4;RAC1;BIRC2;RAB7A;KPNA1
KEGG_2021_Human	Pathways in cancer	27/531	2.172371e-02	1.221356e-01	0	0	1.565966e+00	5.996633e+00	NOTCH2;GSK3B;HDAC2;RALA;GNAI3;RASGRP1;CKS1B;NRAS;TFG;GNG5;GNA12;PMAIP1;E2F3;RAC1;SKP2;CHUK;FZD9;RBX1;MSH6;CCNA2;RAD51;CCNE1;CDK2;CKS2;BIRC5;CYCS;BIRC2
KEGG_2021_Human	T cell receptor signaling pathway	8/104	2.374645e-02	1.306055e-01	0	0	2.417421e+00	9.041933e+00	GSK3B;DLG1;NRAS;CHUK;RASGRP1;PAK2;MALT1;MAPK13
KEGG_2021_Human	Cysteine and methionine metabolism	5/50	2.561602e-02	1.378905e-01	0	0	3.217217e+00	1.178961e+01	MDH1;MDH2;AMD1;GCLM;ENOPH1
KEGG_2021_Human	Pathogenic Escherichia coli infection	12/197	3.425587e-02	1.805570e-01	0	0	1.884329e+00	6.357533e+00	CYFIP1;NCKAP1;TUBA1C;TUBA1B;CHUK;TUBAL3;GNA12;ARPC5L;CYCS;RAC1;PAK2;MAPK13
KEGG_2021_Human	Oxidative phosphorylation	9/133	3.533258e-02	1.824315e-01	0	0	2.105606e+00	7.038936e+00	ATP6V1A;COX7B;NDUFA6;NDUFB2;ATP6V1H;COX7A2;NDUFS1;ATP6V1E1;ATP6V1C1
KEGG_2021_Human	Collecting duct acid secretion	3/27	6.056704e-02	3.064692e-01	0	0	3.612463e+00	1.012936e+01	ATP6V1A;ATP6V1E1;ATP6V1C1
KEGG_2021_Human	Non-homologous end-joining	2/13	6.865253e-02	3.405704e-01	0	0	5.250170e+00	1.406362e+01	XRCC6;PRKDC
KEGG_2021_Human	Pyruvate metabolism	4/47	7.212463e-02	3.410134e-01	0	0	2.689725e+00	7.072254e+00	GRHPR;MDH1;MDH2;ACAT2
KEGG_2021_Human	FoxO signaling pathway	8/131	7.408785e-02	3.410134e-01	0	0	1.884119e+00	4.903426e+00	NRAS;CHUK;PLK1;CDK2;CSNK1E;SKP2;FOXO3;MAPK13
KEGG_2021_Human	Gap junction	6/88	7.533563e-02	3.410134e-01	0	0	2.117770e+00	5.476134e+00	TUBA1C;TUBA1B;NRAS;TUBAL3;GNAI3;CDK1
KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism	4/48	7.669479e-02	3.410134e-01	0	0	2.628458e+00	6.749675e+00	GALT;CYB5R3;GNPDA1;PMM1
KEGG_2021_Human	Non-alcoholic fatty liver disease	9/155	7.766651e-02	3.410134e-01	0	0	1.786274e+00	4.564523e+00	GSK3B;COX7B;NDUFA6;NDUFB2;CYCS;COX7A2;NDUFS1;RAC1;MAPK13
KEGG_2021_Human	Mitophagy	5/68	7.785456e-02	3.410134e-01	0	0	2.295867e+00	5.861149e+00	NRAS;FOXO3;UBA52;RAB7A;ATG5
KEGG_2021_Human	Citrate cycle (TCA cycle)	3/30	7.817698e-02	3.410134e-01	0	0	3.210579e+00	8.183059e+00	MDH1;MDH2;SUCLG1
KEGG_2021_Human	Endocytosis	13/252	8.329237e-02	3.571690e-01	0	0	1.578067e+00	3.922125e+00	ARFGEF1;TFRC;ARPC5L;CLTA;STAM;ASAP2;ACAP2;GRK6;STAMBP;EPS15;VPS28;ARF5;RAB7A
KEGG_2021_Human	Prolactin signaling pathway	5/70	8.573578e-02	3.615192e-01	0	0	2.224994e+00	5.465665e+00	GSK3B;NRAS;GALT;FOXO3;MAPK13
KEGG_2021_Human	Human papillomavirus infection	16/331	9.284325e-02	3.850712e-01	0	0	1.474489e+00	3.504629e+00	ATP6V1A;NOTCH2;GSK3B;HDAC2;CHUK;FZD9;UBR4;CCNA2;NRAS;DLG1;RBL1;CCNE1;CDK2;ATP6V1H;ATP6V1E1;ATP6V1C1
KEGG_2021_Human	Hippo signaling pathway	9/163	9.850834e-02	4.019776e-01	0	0	1.692775e+00	3.923199e+00	GSK3B;DLG1;YWHAQ;FZD9;BIRC5;CSNK1E;YWHAZ;BIRC2;STK3
KEGG_2021_Human	Propanoate metabolism	3/34	1.046573e-01	4.202904e-01	0	0	2.795731e+00	6.310145e+00	PCCB;SUCLG1;ACAT2
KEGG_2021_Human	Prostate cancer	6/97	1.076703e-01	4.256342e-01	0	0	1.907428e+00	4.251049e+00	GSK3B;NRAS;CHUK;CCNE1;CDK2;E2F3
KEGG_2021_Human	Pancreatic cancer	5/76	1.117526e-01	4.349756e-01	0	0	2.036332e+00	4.462556e+00	RALA;RAD51;CHUK;E2F3;RAC1
KEGG_2021_Human	Kaposi sarcoma-associated herpesvirus infection	10/193	1.157681e-01	4.437776e-01	0	0	1.582798e+00	3.412776e+00	GSK3B;NRAS;CHUK;GNG5;CYCS;E2F3;RAC1;UBA52;MICB;MAPK13
KEGG_2021_Human	Synaptic vesicle cycle	5/78	1.211819e-01	4.575973e-01	0	0	1.980337e+00	4.179426e+00	ATP6V1A;CLTA;ATP6V1H;ATP6V1E1;ATP6V1C1
KEGG_2021_Human	Shigellosis	12/246	1.259999e-01	4.687937e-01	0	0	1.485934e+00	3.078075e+00	GSK3B;RRAGC;CHUK;ARPC5L;CYCS;RAC1;FOXO3;UBA52;MALT1;ATG5;RBX1;MAPK13
KEGG_2021_Human	Longevity regulating pathway	6/102	1.282718e-01	4.703298e-01	0	0	1.807613e+00	3.712121e+00	HDAC2;NRAS;RB1CC1;FOXO3;EIF4E2;ATG5
KEGG_2021_Human	B cell receptor signaling pathway	5/81	1.359932e-01	4.915181e-01	0	0	1.901869e+00	3.794515e+00	GSK3B;NRAS;CHUK;RAC1;MALT1
KEGG_2021_Human	One carbon pool by folate	2/20	1.437345e-01	5.121806e-01	0	0	3.207275e+00	6.221432e+00	ATIC;SHMT2
KEGG_2021_Human	Glycine, serine and threonine metabolism	3/40	1.498072e-01	5.264060e-01	0	0	2.341641e+00	4.445385e+00	GRHPR;SHMT2;GCAT
KEGG_2021_Human	Drug metabolism	6/108	1.552867e-01	5.336643e-01	0	0	1.700752e+00	3.167620e+00	RRM2;CMPK1;HPRT1;TK1;GUSB;UMPS
KEGG_2021_Human	Ferroptosis	3/41	1.578621e-01	5.336643e-01	0	0	2.279901e+00	4.208773e+00	TFRC;GCLM;ATG5
KEGG_2021_Human	Hepatitis C	8/157	1.585065e-01	5.336643e-01	0	0	1.553241e+00	2.861007e+00	GSK3B;NRAS;YWHAQ;CHUK;CDK2;CYCS;E2F3;YWHAZ
KEGG_2021_Human	Cytosolic DNA-sensing pathway	4/63	1.607467e-01	5.336643e-01	0	0	1.958682e+00	3.580325e+00	CHUK;POLR2F;POLR2H;POLR2K
KEGG_2021_Human	Ribosome	8/158	1.624196e-01	5.336643e-01	0	0	1.542805e+00	2.804160e+00	MRPL18;MRPL16;MRPL15;RPL8;UBA52;MRPL13;MRPL35;MRPL33
KEGG_2021_Human	Terpenoid backbone biosynthesis	2/22	1.674555e-01	5.431570e-01	0	0	2.886248e+00	5.157834e+00	PDSS1;ACAT2
KEGG_2021_Human	Autophagy	7/137	1.776317e-01	5.678370e-01	0	0	1.556916e+00	2.690418e+00	NRAS;RRAGC;RB1CC1;HMGB1;SNAP29;ATG5;RAB7A
KEGG_2021_Human	Proximal tubule bicarbonate reclamation	2/23	1.795532e-01	5.678370e-01	0	0	2.748665e+00	4.720238e+00	MDH1;ATP1B3
KEGG_2021_Human	Renal cell carcinoma	4/69	2.010112e-01	6.278497e-01	0	0	1.777327e+00	2.851534e+00	NRAS;RAC1;PAK2;RBX1
KEGG_2021_Human	Valine, leucine and isoleucine degradation	3/48	2.174303e-01	6.708519e-01	0	0	1.924551e+00	2.936628e+00	ACAA2;PCCB;ACAT2
KEGG_2021_Human	Thyroid hormone signaling pathway	6/121	2.211879e-01	6.742234e-01	0	0	1.507473e+00	2.274389e+00	NOTCH2;GSK3B;NCOA2;HDAC2;NRAS;ATP1B3
KEGG_2021_Human	Human cytomegalovirus infection	10/225	2.253211e-01	6.786456e-01	0	0	1.344967e+00	2.004309e+00	GSK3B;NRAS;CHUK;GNG5;GNA12;GNAI3;CYCS;E2F3;RAC1;MAPK13
KEGG_2021_Human	Diabetic cardiomyopathy	9/203	2.431744e-01	7.238016e-01	0	0	1.340946e+00	1.896066e+00	GSK3B;COX7B;NDUFA6;NDUFB2;COX7A2;NDUFS1;RAC1;SLC25A5;MAPK13
KEGG_2021_Human	Chronic myeloid leukemia	4/76	2.512217e-01	7.371674e-01	0	0	1.603948e+00	2.215725e+00	HDAC2;NRAS;CHUK;E2F3
KEGG_2021_Human	Thermogenesis	10/232	2.534924e-01	7.371674e-01	0	0	1.302081e+00	1.787004e+00	COX7B;NRAS;COA1;NDUFA6;NDUFAF4;ACTL6A;NDUFB2;COX7A2;NDUFS1;MAPK13
KEGG_2021_Human	RNA degradation	4/79	2.735033e-01	7.863221e-01	0	0	1.539550e+00	1.995937e+00	LSM8;EXOSC4;LSM6;LSM5
KEGG_2021_Human	Circadian rhythm	2/31	2.791910e-01	7.936554e-01	0	0	1.989588e+00	2.538434e+00	CSNK1E;RBX1
KEGG_2021_Human	Synthesis and degradation of ketone bodies	1/10	2.891790e-01	8.098562e-01	0	0	3.203980e+00	3.975209e+00	ACAT2
KEGG_2021_Human	Peroxisome	4/82	2.960991e-01	8.098562e-01	0	0	1.480106e+00	1.801380e+00	PHYH;SLC25A17;PEX3;PXMP2
KEGG_2021_Human	Glutathione metabolism	3/57	2.991314e-01	8.098562e-01	0	0	1.603044e+00	1.934670e+00	GGCT;RRM2;GCLM
KEGG_2021_Human	Legionellosis	3/57	2.991314e-01	8.098562e-01	0	0	1.603044e+00	1.934670e+00	HSF1;CYCS;SEC22B
KEGG_2021_Human	Fructose and mannose metabolism	2/33	3.042522e-01	8.098562e-01	0	0	1.861035e+00	2.214442e+00	PMM1;ENOSF1
KEGG_2021_Human	SNARE interactions in vesicular transport	2/33	3.042522e-01	8.098562e-01	0	0	1.861035e+00	2.214442e+00	SEC22B;SNAP29
KEGG_2021_Human	Endometrial cancer	3/58	3.083691e-01	8.098562e-01	0	0	1.573816e+00	1.851528e+00	GSK3B;NRAS;FOXO3
KEGG_2021_Human	Regulation of actin cytoskeleton	9/218	3.104982e-01	8.098562e-01	0	0	1.243730e+00	1.454638e+00	CYFIP1;NCKAP1;NRAS;PIKFYVE;LIMK2;GNA12;ARPC5L;RAC1;PAK2
KEGG_2021_Human	Chemokine signaling pathway	8/192	3.168834e-01	8.116858e-01	0	0	1.255492e+00	1.442839e+00	GSK3B;NRAS;CHUK;GNG5;GRK6;GNAI3;RAC1;FOXO3
KEGG_2021_Human	VEGF signaling pathway	3/59	3.176162e-01	8.116858e-01	0	0	1.545632e+00	1.772703e+00	NRAS;RAC1;MAPK13
KEGG_2021_Human	Toxoplasmosis	5/112	3.229422e-01	8.170439e-01	0	0	1.348685e+00	1.524394e+00	CHUK;GNAI3;CYCS;BIRC2;MAPK13
KEGG_2021_Human	Long-term depression	3/60	3.268671e-01	8.187860e-01	0	0	1.518437e+00	1.697918e+00	NRAS;GNA12;GNAI3
KEGG_2021_Human	Tight junction	7/169	3.396759e-01	8.425294e-01	0	0	1.247295e+00	1.346783e+00	TUBA1C;DLG1;TUBA1B;PCNA;TUBAL3;ARPC5L;RAC1
KEGG_2021_Human	PD-L1 expression and PD-1 checkpoint pathway in cancer	4/89	3.495188e-01	8.444327e-01	0	0	1.357721e+00	1.427234e+00	NRAS;CHUK;RASGRP1;MAPK13
KEGG_2021_Human	Protein processing in endoplasmic reticulum	7/171	3.505962e-01	8.444327e-01	0	0	1.231955e+00	1.291237e+00	TRAM1;SEC61G;SSR1;SEC61B;SEC63;RBX1;UBQLN2
KEGG_2021_Human	Alanine, aspartate and glutamate metabolism	2/37	3.537939e-01	8.444327e-01	0	0	1.648003e+00	1.712343e+00	ASNS;NIT2
KEGG_2021_Human	Thyroid cancer	2/37	3.537939e-01	8.444327e-01	0	0	1.648003e+00	1.712343e+00	NRAS;TFG
KEGG_2021_Human	Neurotrophin signaling pathway	5/119	3.696176e-01	8.658634e-01	0	0	1.265410e+00	1.259445e+00	GSK3B;NRAS;RAC1;FOXO3;MAPK13
KEGG_2021_Human	Sphingolipid signaling pathway	5/119	3.696176e-01	8.658634e-01	0	0	1.265410e+00	1.259445e+00	NRAS;GNA12;GNAI3;RAC1;MAPK13
KEGG_2021_Human	Retrograde endocannabinoid signaling	6/148	3.777996e-01	8.693667e-01	0	0	1.219125e+00	1.186686e+00	NDUFA6;GNG5;GNAI3;NDUFB2;NDUFS1;MAPK13
KEGG_2021_Human	Rheumatoid arthritis	4/93	3.801514e-01	8.693667e-01	0	0	1.296430e+00	1.253889e+00	ATP6V1A;ATP6V1H;ATP6V1E1;ATP6V1C1
KEGG_2021_Human	Gastric cancer	6/149	3.838098e-01	8.693667e-01	0	0	1.210537e+00	1.159220e+00	GSK3B;NRAS;CCNE1;CDK2;FZD9;E2F3
KEGG_2021_Human	IL-17 signaling pathway	4/94	3.877919e-01	8.693667e-01	0	0	1.281959e+00	1.214382e+00	GSK3B;CEBPB;CHUK;MAPK13
KEGG_2021_Human	Acute myeloid leukemia	3/67	3.912983e-01	8.693667e-01	0	0	1.351867e+00	1.268436e+00	CCNA2;NRAS;CHUK
KEGG_2021_Human	Tuberculosis	7/180	4.000552e-01	8.693667e-01	0	0	1.167317e+00	1.069440e+00	CEBPB;CEBPG;ATP6V1H;CYCS;MALT1;RAB7A;MAPK13
KEGG_2021_Human	Fc epsilon RI signaling pathway	3/68	4.003999e-01	8.693667e-01	0	0	1.331000e+00	1.218253e+00	NRAS;RAC1;MAPK13
KEGG_2021_Human	Thiamine metabolism	1/15	4.007444e-01	8.693667e-01	0	0	2.059168e+00	1.882968e+00	AK2
KEGG_2021_Human	Bladder cancer	2/41	4.020391e-01	8.693667e-01	0	0	1.478671e+00	1.347373e+00	NRAS;E2F3
KEGG_2021_Human	Fc gamma R-mediated phagocytosis	4/97	4.106276e-01	8.739420e-01	0	0	1.240412e+00	1.104052e+00	LIMK2;ARPC5L;RAC1;ASAP2
KEGG_2021_Human	Axon guidance	7/182	4.110636e-01	8.739420e-01	0	0	1.153855e+00	1.025786e+00	GSK3B;NRAS;LIMK2;GNAI3;RAC1;SRGAP2;PAK2
KEGG_2021_Human	RIG-I-like receptor signaling pathway	3/70	4.184838e-01	8.778265e-01	0	0	1.291134e+00	1.124729e+00	CHUK;ATG5;MAPK13
KEGG_2021_Human	Cushing syndrome	6/155	4.198301e-01	8.778265e-01	0	0	1.161427e+00	1.008009e+00	GSK3B;CCNE1;CDK2;FZD9;GNAI3;E2F3
KEGG_2021_Human	Fatty acid degradation	2/43	4.255210e-01	8.824329e-01	0	0	1.406395e+00	1.201681e+00	ACAA2;ACAT2
KEGG_2021_Human	Lysosome	5/128	4.296044e-01	8.836578e-01	0	0	1.172270e+00	9.904397e-01	GNPTAB;ATP6V1H;CLTA;NAGA;GUSB
KEGG_2021_Human	Non-small cell lung cancer	3/72	4.363843e-01	8.903647e-01	0	0	1.253580e+00	1.039509e+00	NRAS;E2F3;FOXO3
KEGG_2021_Human	Melanogenesis	4/101	4.407811e-01	8.921409e-01	0	0	1.189014e+00	9.740483e-01	GSK3B;NRAS;FZD9;GNAI3
KEGG_2021_Human	Basal transcription factors	2/45	4.485122e-01	9.005840e-01	0	0	1.340842e+00	1.075113e+00	TAF5;GTF2I
