Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	Circadian entrainment	29/97	4.416827e-07	1.232696e-05	0	0	3.422983e+00	5.008739e+01	GRIA1;CAMK2B;ADCYAP1R1;CAMK2A;CACNA1C;ADCY8;CACNA1G;CACNA1I;GRIN2A;GNG4;PRKACG;GNG7;PRKACA;PRKACB;GRIA3;PRKCG;KCNJ6;GRIN2C;GRIN2B;GRIN2D;GRIN1;GNAO1;ADCYAP1;ADCY10;MTNR1A;MTNR1B;NOS1AP;GNB5;PLCB2
GO_Biological_Process_2021	Maturity onset diabetes of the young	13/26	1.036536e-06	2.651806e-05	0	0	7.993246e+00	1.101439e+02	ONECUT1;HNF4G;PDX1;SLC2A2;HNF1B;HNF1A;GCK;INS;NEUROD1;NR5A2;IAPP;FOXA2;NEUROG3
GO_Biological_Process_2021	Amphetamine addiction	22/69	3.264092e-06	7.708278e-05	0	0	3.749548e+00	4.736627e+01	PRKCG;CAMK2B;GRIA1;DDC;ATF6B;CAMK2A;CACNA1C;PDYN;GRIN2C;GRIN2B;SLC6A3;GRIN1;GRIN2D;ARC;GRIN2A;PPP3R1;PRKACG;DRD1;PRKACA;PRKACB;STX1A;GRIA3
GO_Biological_Process_2021	Morphine addiction	26/91	4.373280e-06	8.979328e-05	0	0	3.206703e+00	3.957070e+01	GABRB3;GABRB1;CACNA1B;ADCY8;GABRR2;PDE11A;GNG4;PRKACG;GNG7;DRD1;PDE8B;PRKACA;PRKACB;PRKCG;GABRA2;GABRA1;KCNJ6;GABRA6;GABRA5;PDE4D;GABRA3;OPRM1;GNAO1;PDE3A;GNB5;PDE7B
GO_Biological_Process_2021	Cholinergic synapse	30/113	4.387294e-06	8.979328e-05	0	0	2.899930e+00	3.577585e+01	CHRM2;CAMK2B;CHRNA4;CHRM4;CHRM5;CHRNA6;CAMK2A;CACNA1B;CACNA1C;CACNA1F;ADCY8;GNG4;AKT2;PRKACG;GNG7;CACNA1S;PRKACA;PRKACB;SLC18A3;CHRNB2;PRKCG;KCNJ4;CHRNB4;KCNJ6;KCNJ12;KCNJ14;GNAO1;KCNQ4;GNB5;PLCB2
GO_Biological_Process_2021	GABAergic synapse	25/89	9.232072e-06	1.771404e-04	0	0	3.130305e+00	3.628908e+01	GABRB3;GABRB1;CACNA1B;CACNA1C;ADCY8;CACNA1F;GABRR2;GNG4;PRKACG;GNG7;CACNA1S;PRKACA;PRKACB;PRKCG;GABRA2;GABRA1;KCNJ6;GABRA6;GABRA5;GAD1;GABRA3;GAD2;GNAO1;HAP1;GNB5
GO_Biological_Process_2021	Bile secretion	24/90	3.555575e-05	6.420950e-04	0	0	2.912382e+00	2.983563e+01	ABCG5;UGT1A1;SLC10A1;AQP8;NR1H4;ATP1A3;BAAT;ABCB11;ADCY8;CYP3A4;SLC4A4;SLC4A5;SLC9A3;PRKACG;FXYD2;SLCO1B3;SLCO1A2;UGT2A3;UGT2B4;UGT2A1;PRKACA;PRKACB;CFTR;SULT2A1
GO_Biological_Process_2021	Dopaminergic synapse	31/132	4.341574e-05	7.404796e-04	0	0	2.461158e+00	2.472156e+01	GRIA1;CAMK2B;DDC;ATF6B;CAMK2A;CACNA1B;CACNA1C;SLC6A3;GRIN2A;MAPK8;PPP2R1B;GNG4;AKT2;PRKACG;GNG7;KIF5A;DRD1;PRKACA;DRD2;PRKACB;DRD3;GRIA3;PRKCG;KCNJ6;GRIN2B;MAPK12;GNAO1;MAPK10;PPP2R2B;GNB5;PLCB2
GO_Biological_Process_2021	Aldosterone synthesis and secretion	24/98	1.534000e-04	2.478620e-03	0	0	2.596356e+00	2.280239e+01	PRKCG;CAMK2B;DAGLA;ATF6B;PRKCE;CAMK2A;ATP1A3;ATP2B2;CACNA1C;CACNA1F;ADCY8;CACNA1G;CACNA1I;MC2R;CYP11A1;CYP11B2;PRKACG;NPPA;PRKD2;CACNA1S;PRKACA;PRKACB;PLCB2;CAMK1G
GO_Biological_Process_2021	Retrograde endocannabinoid signaling	32/148	1.761071e-04	2.703244e-03	0	0	2.211156e+00	1.911416e+01	GRIA1;GABRB3;GABRB1;DAGLA;CACNA1B;CACNA1C;CACNA1F;ADCY8;RIMS1;GABRR2;GRM5;MAPK8;GNG4;PRKACG;GNG7;SLC17A7;CACNA1S;PRKACA;PRKACB;GRIA3;PRKCG;GABRA2;GABRA1;KCNJ6;GABRA6;GABRA5;GABRA3;MAPK12;GNAO1;MAPK10;GNB5;PLCB2
GO_Biological_Process_2021	Gastric acid secretion	20/76	1.884120e-04	2.754404e-03	0	0	2.856820e+00	2.450260e+01	PRKCG;CAMK2B;KCNJ10;KCNK10;CAMK2A;ATP1A3;KCNJ16;SSTR2;ADCY8;MYLK3;ATP4A;CCKBR;SST;PRKACG;GAST;PRKACA;PRKACB;PLCB2;KCNJ1;CFTR
GO_Biological_Process_2021	Adrenergic signaling in cardiomyocytes	32/150	2.281961e-04	3.184373e-03	0	0	2.173432e+00	1.822489e+01	CAMK2B;KCNE1;ATF6B;CAMK2A;ATP1A3;ADRB1;CACNA1C;CACNA1F;ADCY8;SLC8A2;PPP2R1B;AKT2;PRKACG;SCN7A;CACNA1S;SCN5A;PRKACA;CACNG2;PRKACB;SCN1B;TPM3;TNNC1;ATP2B2;MAPK12;CACNB1;PPP2R2B;FXYD2;TNNT2;MYL3;AGTR2;PLCB2;MYH7
GO_Biological_Process_2021	Staphylococcus aureus infection	23/95	2.500122e-04	3.337119e-03	0	0	2.556422e+00	2.120297e+01	DEFA4;DEFA5;KRT13;KRT34;KRT12;FPR3;PLG;KRT32;FPR2;DEFA1;ITGAL;FCAR;KRT9;C2;KRT33B;KRT33A;KRT37;DSG1;MASP2;MASP1;HLA-DOA;DEFB4A;MBL2
GO_Biological_Process_2021	Ribosome	33/158	2.778265e-04	3.553864e-03	0	0	2.115958e+00	1.732655e+01	RPL4;RPL30;RPL3;RPL32;RPL34;RPL12;RPLP0;RPL36A;RPL9;RPL7;RPS15;RPS4X;RPL7A;RPS17;RPS16;RPS18;RPL14;RPS3;RPL39;RPS10;RPS9;RPS8;RPL13A;RPSA;RPL23A;RPS25;RPS28;RPS27;RPS29;RPL27A;RPL37A;RPS21;RPS23
GO_Biological_Process_2021	Dilated cardiomyopathy	23/96	2.945343e-04	3.616881e-03	0	0	2.521260e+00	2.049814e+01	TPM3;LAMA1;ITGB3;TNNC1;ITGA2B;ITGA1;ADRB1;CACNA1C;ADCY8;CACNA1F;SLC8A2;CACNB1;SGCA;PRKACG;TNNT2;MYL3;ITGA8;CACNA1S;PRKACA;CACNG2;PRKACB;ITGA9;MYH7
GO_Biological_Process_2021	Complement and coagulation cascades	21/85	3.398702e-04	4.013083e-03	0	0	2.624703e+00	2.096337e+01	CPB2;SERPINA1;CR1;F10;F11;C4BPA;PLG;C4BPB;C8B;F2;C8A;C2;C8G;PROC;CFHR4;CFHR5;MASP2;MASP1;KLKB1;MBL2;F2RL3
GO_Biological_Process_2021	Growth hormone synthesis, secretion and action	26/119	5.778441e-04	6.570302e-03	0	0	2.237699e+00	1.668474e+01	SHC3;ATF6B;CSH1;CACNA1C;CACNA1F;ADCY8;GHRHR;MAPK8;AKT2;PRKACG;CACNA1S;PRKACA;PRKACB;PRKCG;GHSR;SSTR1;SSTR2;SSTR3;MAPK12;SSTR5;GH2;MAPK10;ADCY10;SST;IGFALS;PLCB2
GO_Biological_Process_2021	Pancreatic secretion	23/102	7.381439e-04	8.093221e-03	0	0	2.328982e+00	1.679516e+01	PRKCG;PNLIPRP1;CELA3A;PRSS1;CELA3B;CPB2;CELA2B;PLA2G2E;PLA2G1B;CTRB2;CTRB1;ATP1A3;ATP2B2;PLA2G5;ADCY8;SLC4A4;CCKAR;FXYD2;CLCA1;PRSS2;PLCB2;CFTR;PNLIP
GO_Biological_Process_2021	Long-term potentiation	17/67	8.751589e-04	9.264613e-03	0	0	2.716933e+00	1.913021e+01	PRKCG;CAMK2B;GRIA1;CAMK2A;CACNA1C;ADCY8;GRIN2C;GRIN2B;GRIN1;GRIN2D;GRM5;GRIN2A;PPP3R1;PRKACG;PRKACA;PRKACB;PLCB2
GO_Biological_Process_2021	RIG-I-like receptor signaling pathway	17/70	1.478944e-03	1.513453e-02	0	0	2.562710e+00	1.669971e+01	IFNA5;IFNA7;IFNA14;IFNB1;IFNA17;IFNA2;IFNA8;IFNW1;MAPK12;NFKB1;MAPK10;MAPK8;IRF3;TRAF3;TRIM25;IFNA10;IFNA21
GO_Biological_Process_2021	JAK-STAT signaling pathway	31/162	1.897844e-03	1.835766e-02	0	0	1.894311e+00	1.187172e+01	IFNA5;IL21;IFNA7;CSF2;CTF1;EPO;CSH1;IFNA2;PDGFB;IL5RA;IFNA8;THPO;AKT2;SOCS7;IFNA21;IL11;IFNA14;IFNB1;IFNA17;STAT2;OSMR;PIAS2;IFNW1;EPOR;GFAP;GH2;IL22RA1;IL23A;IL9R;IFNA10;CRLF2
GO_Biological_Process_2021	Hypertrophic cardiomyopathy	20/90	1.913502e-03	1.835766e-02	0	0	2.283650e+00	1.429295e+01	PRKAB2;PRKAA2;TPM3;LAMA1;ITGB3;TNNC1;ITGA2B;ITGA1;CACNA1C;CACNA1F;SLC8A2;CACNB1;SGCA;TNNT2;MYL3;ITGA8;CACNA1S;CACNG2;ITGA9;MYH7
GO_Biological_Process_2021	Serotonergic synapse	23/113	3.095100e-03	2.879381e-02	0	0	2.043057e+00	1.180465e+01	PRKCG;GABRB3;GABRB1;DDC;KCNJ6;HTR1E;CACNA1B;HTR3A;ALOX12B;CACNA1C;HTR2A;HTR3B;CACNA1F;GNAO1;HTR6;GNG4;PRKACG;GNG7;CACNA1S;GNB5;PRKACA;PRKACB;PLCB2
GO_Biological_Process_2021	Thyroid hormone synthesis	17/75	3.250772e-03	2.935256e-02	0	0	2.341126e+00	1.341199e+01	PRKCG;ATF6B;ATP1A3;TTF1;ADCY8;ASGR1;ASGR2;TPO;PAX8;PRKACG;FXYD2;PRKACA;SLC26A4;PRKACB;PLCB2;TSHB;DUOX2
GO_Biological_Process_2021	Type II diabetes mellitus	12/46	3.779926e-03	3.315535e-02	0	0	2.816540e+00	1.571081e+01	MAPK10;MAPK8;PRKCE;HKDC1;CACNA1B;PDX1;SLC2A2;CACNA1C;SLC2A4;GCK;CACNA1G;INS
GO_Biological_Process_2021	GnRH secretion	15/64	3.951733e-03	3.369950e-02	0	0	2.444151e+00	1.352496e+01	PRKCG;KCNJ6;TRPC4;CACNA1C;CACNA1F;CACNA1G;KISS1;CACNA1I;AKT2;GNRH2;KCNN1;CACNA1S;KCNN3;PLCB2;HCN2
GO_Biological_Process_2021	Cortisol synthesis and secretion	15/65	4.617763e-03	3.831495e-02	0	0	2.395133e+00	1.288065e+01	ATF6B;NR0B1;CACNA1C;ADCY8;CACNA1F;CACNA1G;CACNA1I;MC2R;CYP11A1;PRKACG;CACNA1S;PDE8B;PRKACA;PRKACB;PLCB2
GO_Biological_Process_2021	Natural killer cell mediated cytotoxicity	25/131	5.120912e-03	4.137157e-02	0	0	1.885511e+00	9.944984e+00	IFNA5;IFNA7;CSF2;SHC3;IFNA2;KIR2DL1;ITGAL;KIR2DL3;IFNA8;PPP3R1;MICA;IFNA21;KIR2DL5A;PRKCG;IFNA14;KIR2DS1;IFNB1;IFNA17;KIR2DS3;KIR2DS4;KIR2DS5;NFATC1;KIR3DL1;ULBP1;IFNA10
GO_Biological_Process_2021	Renin secretion	15/69	8.248666e-03	6.493181e-02	0	0	2.217215e+00	1.063754e+01	ADCYAP1R1;ADRB1;CACNA1C;CACNA1F;ADCYAP1;PPP3R1;PRKACG;NPPA;PDE3A;CLCA1;REN;CACNA1S;PRKACA;PRKACB;PLCB2
GO_Biological_Process_2021	Lipid and atherosclerosis	36/215	8.620206e-03	6.616008e-02	0	0	1.609213e+00	7.649630e+00	IFNA5;CAMK2B;IFNA7;IFNA2;CAMK2A;IFNA8;AGER;CASP9;PPP3R1;MAPK8;AKT2;APOB;MAP2K7;IFNA21;IFNA14;POU2F1;APAF1;IFNB1;IFNA17;NFATC3;NFATC1;APOA4;TICAM1;POU2F2;EIF2S1;NFKB1;MAPK12;MAPK10;IRF3;TRAF3;DDIT3;ARHGEF1;TLR6;PLCB2;NOX1;IFNA10
GO_Biological_Process_2021	Protein digestion and absorption	20/103	9.479235e-03	7.097866e-02	0	0	1.924555e+00	8.965829e+00	CELA3A;PRSS1;SLC15A1;CELA3B;CPB2;CELA2B;CTRB2;KCNJ13;CTRB1;ATP1A3;SLC3A1;SLC8A2;SLC9A3;MEP1B;MEP1A;SLC7A9;XPNPEP2;FXYD2;COL4A3;PRSS2
GO_Biological_Process_2021	Ras signaling pathway	38/232	1.012990e-02	7.404472e-02	0	0	1.567367e+00	7.197764e+00	SHC3;FLT3;PLA2G1B;RASGRF1;PDGFB;PLA2G5;FOXO4;PLD1;STK4;ETS1;INS;GRIN2A;MAPK8;FGF8;GNG4;AKT2;PRKACG;GNG7;NTF3;ABL2;PRKACA;PRKACB;RALGDS;FGF23;FGF22;PRKCG;PLA2G2E;BDNF;GAB1;GRIN2B;PGF;NFKB1;GRIN1;FGF17;MAPK10;NF1;GNB5;RAPGEF5
GO_Biological_Process_2021	Endocrine and other factor-regulated calcium reabsorption	12/53	1.245428e-02	8.633250e-02	0	0	2.334746e+00	1.023947e+01	PRKCG;KLK1;PTH;PRKACG;FXYD2;TRPV5;ATP1A3;ATP2B2;PRKACA;PRKACB;PLCB2;SLC8A2
GO_Biological_Process_2021	Hematopoietic cell lineage	19/99	1.271671e-02	8.633250e-02	0	0	1.896354e+00	8.277280e+00	IL11;GYPA;CSF2;CR1;EPO;FLT3;ITGB3;ITGA2B;ITGA1;IL5RA;DNTT;GP1BA;GP5;EPOR;FCER2;IL1A;THPO;HLA-DOA;IL9R
GO_Biological_Process_2021	Cushing syndrome	27/155	1.276076e-02	8.633250e-02	0	0	1.685780e+00	7.352327e+00	CAMK2B;ATF6B;CAMK2A;WNT8B;CACNA1C;CACNA1F;ADCY8;CACNA1G;CRHR2;CACNA1I;MC2R;PDE11A;CYP11A1;PRKACG;DVL2;E2F2;CACNA1S;PDE8B;PRKACA;WNT1;PRKACB;WNT4;CDKN2B;CDKN2C;CRH;AIPL1;PLCB2
GO_Biological_Process_2021	Parathyroid hormone synthesis, secretion and action	20/106	1.293581e-02	8.633250e-02	0	0	1.857104e+00	8.074233e+00	PRKCG;GCM1;CASR;ATF6B;PTH;PDE4D;PLD1;ADCY8;RUNX2;GNA13;MMP25;CYP24A1;PRKACG;TRPV5;TNFSF11;ARHGEF1;PRKACA;PRKACB;FGF23;PLCB2
GO_Biological_Process_2021	Glucagon signaling pathway	20/107	1.428741e-02	9.301930e-02	0	0	1.835654e+00	7.798550e+00	CAMK2B;PRKAB2;PRKAA2;GCGR;CAMK2A;SLC2A2;PYGM;GCG;GCK;GYS2;PPP3R1;PHKG1;AKT2;PRKACG;PRKACA;PPARA;PRKACB;PLCB2;FBP2;LDHAL6B
GO_Biological_Process_2021	Kaposi sarcoma-associated herpesvirus infection	32/193	1.454373e-02	9.301930e-02	0	0	1.589069e+00	6.722708e+00	IFNA5;IFNA7;CSF2;IFNA2;PDGFB;IFNA8;CASP9;PPP3R1;MAPK8;GNG4;AKT2;GNG7;CCR8;E2F2;MAP2K7;CCR4;MICA;IFNA21;IFNA14;IFNB1;STAT2;IFNA17;NFATC3;NFATC1;TICAM1;NFKB1;MAPK12;MAPK10;IRF3;TRAF3;GNB5;IFNA10
GO_Biological_Process_2021	Influenza A	29/172	1.558127e-02	9.762144e-02	0	0	1.620814e+00	6.745319e+00	IFNA5;TPSD1;PRSS1;IFNA7;RNASEL;IFNA2;PLG;IFNA8;CASP9;NXF3;AKT2;TRIM25;HLA-DOA;PRSS2;IFNA21;IFNA14;APAF1;IFNB1;IFNA17;STAT2;TICAM1;EIF2S1;NFKB1;RAB11B;IL1A;IRF3;TRAF3;SLC25A31;IFNA10
GO_Biological_Process_2021	Fat digestion and absorption	10/43	1.797782e-02	1.103838e-01	0	0	2.416203e+00	9.709795e+00	PNLIPRP1;FABP1;ABCG5;PLA2G2E;CLPS;PLA2G1B;APOA4;PLA2G5;APOB;PNLIP
GO_Biological_Process_2021	cGMP-PKG signaling pathway	28/167	1.847967e-02	1.112404e-01	0	0	1.609593e+00	6.424022e+00	ATF6B;ATP1A3;ADRB1;GATA4;CACNA1C;CACNA1F;ADCY8;MYLK3;SLC8A2;INS;GNA13;PPP3R1;AKT2;NPPA;KCNMB2;KCNMB4;CACNA1S;PRKCE;NFATC3;NFATC1;ATP2B2;ADRA2C;ADRA2B;FXYD2;PDE3A;SLC25A31;PLCB2;MYH7
GO_Biological_Process_2021	Oxytocin signaling pathway	26/154	2.081131e-02	1.208911e-01	0	0	1.622608e+00	6.283159e+00	CAMK2B;PRKAA2;CAMK2A;CACNA1C;CACNA1F;ADCY8;MYLK3;PPP3R1;PRKACG;NPPA;CACNA1S;PRKACA;CACNG2;PRKACB;PRKCG;KCNJ4;PRKAB2;KCNJ6;KCNJ12;KCNJ14;NFATC3;NFATC1;CACNB1;GNAO1;PLCB2;CAMK1G
GO_Biological_Process_2021	Toll-like receptor signaling pathway	19/104	2.087045e-02	1.208911e-01	0	0	1.784300e+00	6.904206e+00	IFNA5;IFNA7;IFNA14;IFNB1;IFNA17;IFNA2;TICAM1;IFNA8;NFKB1;MAPK12;MAPK10;MAPK8;IRF3;TRAF3;AKT2;TLR6;MAP2K7;IFNA10;IFNA21
GO_Biological_Process_2021	Hepatitis B	27/162	2.191146e-02	1.245707e-01	0	0	1.597734e+00	6.104537e+00	IFNA5;IFNA7;ATF6B;IFNA2;IFNA8;CASP9;MAPK8;AKT2;E2F2;MAP2K7;IFNA21;PRKCG;IFNA14;APAF1;SLC10A1;IFNB1;IFNA17;STAT2;NFATC3;NFATC1;TICAM1;NFKB1;MAPK12;MAPK10;IRF3;TRAF3;IFNA10
GO_Biological_Process_2021	Synaptic vesicle cycle	15/78	2.454796e-02	1.370222e-01	0	0	1.899504e+00	7.041703e+00	ATP6V1G2;UNC13A;CACNA1B;CPLX2;SLC1A6;SLC1A7;SLC6A3;CPLX3;SLC6A5;RIMS1;SLC6A9;SLC17A7;STX2;STX1A;SLC18A3
GO_Biological_Process_2021	Chemical carcinogenesis	37/239	2.517672e-02	1.380224e-01	0	0	1.464346e+00	5.391481e+00	ATF6B;CHRNA4;NR1I3;CACNA1B;CHRNA9;ADRB1;GSTT1;CACNA1C;ADCY8;CACNA1F;CYP3A4;CYP3A7;FGF8;CYP2A13;AKT2;PRKACG;TNFSF11;UGT2A3;CACNA1S;UGT2A1;PRKACA;WNT1;PRKACB;FGF22;SULT2A1;PRKCG;CHRNB2;CHRNB4;UGT1A1;NFKB1;FGF17;GSTA3;NAT2;RPS6KB2;UGT2B4;AIPL1;PPARA
GO_Biological_Process_2021	Taurine and hypotaurine metabolism	4/11	2.687323e-02	1.430680e-01	0	0	4.550673e+00	1.645808e+01	GAD1;GAD2;ADO;BAAT
GO_Biological_Process_2021	Human cytomegalovirus infection	35/225	2.702913e-02	1.430680e-01	0	0	1.472344e+00	5.316398e+00	IFNA5;IFNA7;ATF6B;ITGB3;IFNA2;ADCY8;IFNA8;CASP9;GNA13;PPP3R1;GNG4;AKT2;PRKACG;GNG7;E2F2;PRKACA;B2M;PRKACB;IFNA21;PRKCG;IFNA14;IFNB1;IFNA17;NFATC3;NFATC1;NFKB1;MAPK12;GNAO1;IRF3;RPS6KB2;MDM2;ARHGEF1;GNB5;PLCB2;IFNA10
GO_Biological_Process_2021	Autoimmune thyroid disease	11/53	3.016980e-02	1.569853e-01	0	0	2.088169e+00	7.310500e+00	IFNA5;IFNA7;TPO;IFNA14;IFNA17;IFNA2;HLA-DOA;IFNA8;TSHB;IFNA10;IFNA21
GO_Biological_Process_2021	ECM-receptor interaction	16/88	3.343233e-02	1.710621e-01	0	0	1.772768e+00	6.024277e+00	TNXB;LAMA1;ITGB3;ITGA2B;ITGA1;DMP1;GP1BA;GP5;DSPP;SV2C;FRAS1;IBSP;COL4A3;ITGA8;TNR;ITGA9
