Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	Pathogenic Escherichia coli infection	18/197	1.959971e-04	5.220649e-03	0	0	2.827917e+00	2.414309e+01	JUN;CXCL8;MYO10;IL1R1;ROCK2;FOS;ACTR3B;TUBA4A;CLDN10;TUBB6;IL6;MYO1B;IL1B;ABI1;WASF1;WASF2;WASF3;NCK1
GO_Biological_Process_2021	Chagas disease	12/102	2.271690e-04	5.546710e-03	0	0	3.734111e+00	3.132850e+01	C3;JUN;IL6;CXCL8;PLCB4;IL1B;AKT3;GNAS;CCL3;CALR;FOS;GNAI1
GO_Biological_Process_2021	Human T-cell leukemia virus 1 infection	19/219	2.573153e-04	5.639128e-03	0	0	2.672592e+00	2.208953e+01	EGR2;JUN;HLA-DRB4;MMP7;IL1R1;CDKN2A;SLC2A1;ADCY3;XIAP;FOS;ETS2;FOSL1;CCND3;ZFP36;IL6;MYC;AKT3;CREB3L2;CALR
GO_Biological_Process_2021	NF-kappa B signaling pathway	12/104	2.728482e-04	5.639128e-03	0	0	3.652554e+00	2.997503e+01	CCL13;CXCL8;GADD45B;IL1R1;IL1B;CSNK2B;CCL4;XIAP;CXCL1;TNFRSF11A;CXCL3;CXCL2
GO_Biological_Process_2021	Chemical carcinogenesis	20/239	2.886926e-04	5.639128e-03	0	0	2.570413e+00	2.094924e+01	JUN;GSTP1;ADCY3;XIAP;CACNA1A;EPHX3;FOS;KLF4;FGF2;GNAI1;FGF3;MTOR;CCND3;KLF5;ADRB3;FGF9;MYC;AKT3;CREB3L2;GNAS
GO_Biological_Process_2021	Fluid shear stress and atherosclerosis	14/139	3.665574e-04	6.712583e-03	0	0	3.140094e+00	2.484240e+01	JUN;IL1R1;DUSP1;SDC2;GSTP1;CALML4;FOS;SELE;ASS1;CTSL;IL1B;AKT3;SDC1;NFE2L2
GO_Biological_Process_2021	Inflammatory mediator regulation of TRP channels	11/98	6.152166e-04	1.019083e-02	0	0	3.536365e+00	2.614624e+01	HRH1;PLCB4;IL1R1;IL1B;GNAS;PLA2G4A;ADCY3;F2RL1;ALOX12;CALML4;IL1RAP
GO_Biological_Process_2021	Regulation of actin cytoskeleton	18/218	6.674046e-04	1.019083e-02	0	0	2.528206e+00	1.848653e+01	ROCK2;ACTN1;RDX;ACTR3B;FGF2;FGF3;MYLPF;ENAH;DIAPH2;MRAS;FGF9;ITGB8;PIP5K1B;ITGA6;WASF1;WASF2;VCL;PFN2
GO_Biological_Process_2021	Epithelial cell signaling in Helicobacter pylori infection	9/70	7.079809e-04	1.019083e-02	0	0	4.120227e+00	2.988439e+01	ADAM17;JUN;CXCL8;PTPRZ1;CXCL1;CSK;CXCL3;CXCL2;HBEGF
GO_Biological_Process_2021	Cytokine-cytokine receptor interaction	22/295	7.200647e-04	1.019083e-02	0	0	2.268450e+00	1.641489e+01	CCL13;CXCL8;IL1R1;CCL20;LIF;BMP8A;TNFRSF11B;CXCL1;IL1RAP;TNFRSF11A;CXCL3;CXCL2;CX3CL1;CXCL5;BMP2;IL6;IL1B;CLCF1;CCL4;CCL3;TNFRSF21;IL12RB2
GO_Biological_Process_2021	Viral protein interaction with cytokine and cytokine receptor	11/100	7.304007e-04	1.019083e-02	0	0	3.456536e+00	2.496282e+01	CCL13;IL6;CXCL8;CCL20;CCL4;CCL3;CXCL1;CXCL3;CXCL2;CX3CL1;CXCL5
GO_Biological_Process_2021	Legionellosis	8/57	7.708661e-04	1.026654e-02	0	0	4.555575e+00	3.265434e+01	C3;IL6;CXCL8;IL1B;HSPA6;CXCL1;CXCL3;CXCL2
GO_Biological_Process_2021	ECM-receptor interaction	10/88	9.765727e-04	1.244069e-02	0	0	3.582290e+00	2.483050e+01	COL4A2;LAMB3;COL4A1;TNC;ITGB8;SDC1;LAMC2;ITGA6;COL9A3;CD44
GO_Biological_Process_2021	Estrogen signaling pathway	13/137	1.029551e-03	1.256910e-02	0	0	2.935178e+00	2.019001e+01	GABBR2;JUN;HSPA6;ADCY3;CALML4;FOS;KRT20;GNAI1;PLCB4;AKT3;CREB3L2;GNAS;HBEGF
GO_Biological_Process_2021	Shigellosis	19/246	1.072705e-03	1.257210e-02	0	0	2.351378e+00	1.607772e+01	JUN;CXCL8;IL1R1;ROCK2;ACTN1;U2AF1;ACTR3B;MTOR;C3;MYLPF;PLCB4;IL1B;AKT3;RRAGD;WASF1;WASF2;CD44;VCL;PFN2
GO_Biological_Process_2021	Rap1 signaling pathway	17/210	1.157536e-03	1.264976e-02	0	0	2.471624e+00	1.671179e+01	ANGPT2;ADCY3;CALML4;EFNA5;FGF2;GNAI1;FGF3;ENAH;MRAS;PLCB4;RAP1A;FGF9;ADORA2B;AKT3;GNAS;EPHA2;PFN2
GO_Biological_Process_2021	Chemokine signaling pathway	16/192	1.179907e-03	1.264976e-02	0	0	2.549453e+00	1.718923e+01	CCL13;CXCL8;ROCK2;CCL20;ADCY3;CXCL1;CXCL3;CXCL2;CX3CL1;CXCL5;GNAI1;RAP1A;PLCB4;AKT3;CCL4;CCL3
GO_Biological_Process_2021	Nicotinate and nicotinamide metabolism	6/35	1.208851e-03	1.264976e-02	0	0	5.762308e+00	3.871168e+01	NT5E;PNP;QPRT;NAMPT;SIRT5;NT5C2
GO_Biological_Process_2021	Pertussis	9/76	1.289028e-03	1.302362e-02	0	0	3.750081e+00	2.495254e+01	C3;JUN;IL6;CXCL8;IL1B;CALML4;FOS;CXCL5;GNAI1
GO_Biological_Process_2021	Apoptosis	13/142	1.430989e-03	1.397599e-02	0	0	2.820676e+00	1.847370e+01	HRK;JUN;GADD45B;XIAP;CTSV;FOS;TUBA4A;BCL2L11;AIFM1;CTSL;AKT3;LMNA;BID
GO_Biological_Process_2021	Signaling pathways regulating pluripotency of stem cells	13/143	1.525133e-03	1.441497e-02	0	0	2.798832e+00	1.815231e+01	SMAD1;WNT5B;DLX5;LIF;PAX6;KLF4;FGF2;POU5F1;POU5F1B;MYC;AKT3;ID4;HOXA1
GO_Biological_Process_2021	PI3K-Akt signaling pathway	24/354	1.581577e-03	1.448132e-02	0	0	2.047154e+00	1.320278e+01	ANGPT2;LAMB3;TNC;LAMC2;EFNA5;FGF2;FGF3;MTOR;NR4A1;CCND3;IL6;BCL2L11;FGF9;COL4A2;COL4A1;PPP2R3C;MYC;AKT3;CREB3L2;ITGB8;COL9A3;ITGA6;SGK1;EPHA2
GO_Biological_Process_2021	Axon guidance	15/182	1.849504e-03	1.642135e-02	0	0	2.516417e+00	1.583540e+01	ROBO3;WNT5B;ROCK2;PTCH1;EFNA5;GNAI1;ROBO1;EFNB2;ENAH;ABLIM1;RGS3;PLXNC1;EPHB3;EPHA2;NCK1
GO_Biological_Process_2021	Breast cancer	13/147	1.954599e-03	1.684404e-02	0	0	2.714718e+00	1.693325e+01	JUN;TCF7L1;WNT5B;GADD45B;FOS;FGF2;FGF3;MTOR;LRP6;FRAT2;FGF9;MYC;AKT3
GO_Biological_Process_2021	Phospholipase D signaling pathway	13/148	2.076262e-03	1.738128e-02	0	0	2.694469e+00	1.664424e+01	PTGFR;CXCL8;SPHK1;PLA2G4A;ADCY3;DGKZ;MTOR;AGPAT4;MRAS;PLCB4;AKT3;GNAS;PIP5K1B
GO_Biological_Process_2021	Choline metabolism in cancer	10/98	2.221798e-03	1.808296e-02	0	0	3.173560e+00	1.938867e+01	JUN;AKT3;PLA2G4A;PIP5K1B;FOS;WASF1;DGKZ;WASF2;WASF3;MTOR
GO_Biological_Process_2021	Proteoglycans in cancer	16/205	2.317039e-03	1.834844e-02	0	0	2.372481e+00	1.439494e+01	WNT5B;ROCK2;SDC2;PTCH1;RDX;HSPB2;PLAUR;FGF2;MTOR;MRAS;CTSL;MYC;AKT3;SDC1;CD44;HBEGF
GO_Biological_Process_2021	Vascular smooth muscle contraction	12/133	2.428997e-03	1.872885e-02	0	0	2.772956e+00	1.669396e+01	PTGIR;EDN2;PLCB4;ADORA2B;ROCK2;KCNMB1;GNAS;PLA2G4A;ADCY3;ADM;CALML4;ACTG2
GO_Biological_Process_2021	Salmonella infection	18/249	2.959250e-03	2.171699e-02	0	0	2.185371e+00	1.272502e+01	JUN;TCF7L1;CXCL8;ANXA2;ROCK2;FOS;ACTR3B;TUBA4A;MYLPF;TUBB6;IL6;PODXL;MYC;IL1B;AKT3;ABI1;WASF3;PFN2
GO_Biological_Process_2021	Central carbon metabolism in cancer	8/70	2.964777e-03	2.171699e-02	0	0	3.597943e+00	2.094346e+01	G6PD;PDHA1;MYC;AKT3;SLC2A1;MTOR;PFKP;PDK1
GO_Biological_Process_2021	Adherens junction	8/71	3.241434e-03	2.316439e-02	0	0	3.540649e+00	2.029408e+01	TCF7L1;ACTN1;CSNK2B;SNAI1;WASF1;WASF2;VCL;WASF3
GO_Biological_Process_2021	cAMP signaling pathway	16/216	3.886223e-03	2.688475e-02	0	0	2.240704e+00	1.243662e+01	GABBR2;JUN;EDN2;ROCK2;PTCH1;ADCY3;CALML4;FOS;ATP1A1;GNAI1;RAP1A;AKT3;CREB3L2;GNAS;CNGA1;SOX9
GO_Biological_Process_2021	Parathyroid hormone synthesis, secretion and action	10/106	3.945543e-03	2.688475e-02	0	0	2.907885e+00	1.609563e+01	SLC34A2;MAFB;PLCB4;CREB3L2;GNAS;ADCY3;FOS;GNAI1;HBEGF;LRP6
GO_Biological_Process_2021	PPAR signaling pathway	8/74	4.192861e-03	2.792064e-02	0	0	3.379183e+00	1.849891e+01	CYP27A1;FABP5;ACSL1;FABP6;FABP7;OLR1;SLC27A6;ACSL4
GO_Biological_Process_2021	Small cell lung cancer	9/92	4.810923e-03	3.066266e-02	0	0	3.024656e+00	1.614218e+01	COL4A2;GADD45B;LAMB3;COL4A1;MYC;AKT3;XIAP;LAMC2;ITGA6
GO_Biological_Process_2021	HIF-1 signaling pathway	10/109	4.813933e-03	3.066266e-02	0	0	2.819327e+00	1.504461e+01	EGLN1;IL6;PDHA1;ANGPT2;AKT3;SLC2A1;TIMP1;MTOR;PFKP;PDK1
GO_Biological_Process_2021	TGF-beta signaling pathway	9/94	5.541111e-03	3.397079e-02	0	0	2.953180e+00	1.534343e+01	TGIF1;SMAD1;BMP2;TGIF2;MYC;BMP8A;ID4;LTBP1;SMAD7
GO_Biological_Process_2021	Wnt signaling pathway	13/166	5.565180e-03	3.397079e-02	0	0	2.375240e+00	1.233041e+01	JUN;TCF7L1;MMP7;WNT5B;ROCK2;LRP6;FOSL1;CCND3;SFRP1;FRAT2;PLCB4;MYC;CSNK2B
GO_Biological_Process_2021	Gastric cancer	12/149	6.088334e-03	3.599896e-02	0	0	2.447064e+00	1.248341e+01	TCF7L1;FRAT2;FGF9;WNT5B;GADD45B;JUP;MYC;AKT3;FGF2;FGF3;MTOR;LRP6
GO_Biological_Process_2021	Hepatocellular carcinoma	13/168	6.143167e-03	3.599896e-02	0	0	2.344347e+00	1.193839e+01	TCF7L1;WNT5B;GADD45B;TXNRD3;CDKN2A;GSTP1;TXNRD1;MTOR;LRP6;FRAT2;MYC;AKT3;NFE2L2
GO_Biological_Process_2021	Fc gamma R-mediated phagocytosis	9/97	6.793499e-03	3.902932e-02	0	0	2.852058e+00	1.423687e+01	MYO10;SPHK1;AKT3;PLA2G4A;PIP5K1B;WASF1;ACTR3B;WASF2;WASF3
GO_Biological_Process_2021	Malaria	6/50	7.616164e-03	4.291415e-02	0	0	3.794929e+00	1.850970e+01	IL6;CXCL8;IL1B;SDC2;SDC1;SELE
GO_Biological_Process_2021	AGE-RAGE signaling pathway in diabetic complications	9/100	8.252175e-03	4.562051e-02	0	0	2.757604e+00	1.322899e+01	JUN;IL6;CXCL8;PLCB4;COL4A2;COL4A1;IL1B;AKT3;SELE
GO_Biological_Process_2021	African trypanosomiasis	5/37	8.824754e-03	4.788246e-02	0	0	4.344787e+00	2.055169e+01	IL6;PLCB4;IL1B;F2RL1;SELE
GO_Biological_Process_2021	Thyroid hormone signaling pathway	10/121	9.876001e-03	5.261215e-02	0	0	2.512964e+00	1.160398e+01	RCAN1;PLCB4;MYC;AKT3;SLC2A1;SLC16A10;ATP1A1;MTOR;PFKP;MED17
GO_Biological_Process_2021	Colorectal cancer	8/86	1.027693e-02	5.282701e-02	0	0	2.857525e+00	1.308133e+01	JUN;TCF7L1;BCL2L11;GADD45B;MYC;AKT3;FOS;MTOR
GO_Biological_Process_2021	Insulin secretion	8/86	1.027693e-02	5.282701e-02	0	0	2.857525e+00	1.308133e+01	PLCB4;KCNMB1;CREB3L2;SLC2A1;GNAS;ADCY3;CCK;ATP1A1
GO_Biological_Process_2021	Glucagon signaling pathway	9/107	1.257225e-02	6.351152e-02	0	0	2.559699e+00	1.120192e+01	PDHA1;PLCB4;AKT3;CREB3L2;GNAS;SLC2A1;SIK1;CALML4;PFKP
GO_Biological_Process_2021	Osteoclast differentiation	10/127	1.358156e-02	6.744739e-02	0	0	2.383348e+00	1.024612e+01	FOSL1;JUN;IL1R1;IL1B;AKT3;FOSB;TNFRSF11B;TREM2;TNFRSF11A;FOS
GO_Biological_Process_2021	Relaxin signaling pathway	10/129	1.502269e-02	7.336082e-02	0	0	2.343048e+00	9.836567e+00	JUN;PLCB4;COL4A2;COL4A1;AKT3;CREB3L2;GNAS;ADCY3;FOS;GNAI1
GO_Biological_Process_2021	Phagosome	11/152	1.774498e-02	8.342583e-02	0	0	2.175880e+00	8.772394e+00	C3;SCARB1;MARCO;COLEC11;TUBB6;HLA-DRB4;CTSL;LAMP2;OLR1;CALR;TUBA4A
GO_Biological_Process_2021	Arrhythmogenic right ventricular cardiomyopathy	7/77	1.784933e-02	8.342583e-02	0	0	2.783213e+00	1.120463e+01	TCF7L1;JUP;SGCB;LMNA;ITGB8;ITGA6;DSC2
GO_Biological_Process_2021	Long-term depression	6/60	1.793798e-02	8.342583e-02	0	0	3.090559e+00	1.242663e+01	RYR1;PLCB4;GNAS;PLA2G4A;CACNA1A;GNAI1
GO_Biological_Process_2021	Oxytocin signaling pathway	11/154	1.936210e-02	8.864210e-02	0	0	2.145224e+00	8.461705e+00	RYR1;RCAN1;JUN;PLCB4;ROCK2;GNAS;PLA2G4A;ADCY3;CALML4;FOS;GNAI1
GO_Biological_Process_2021	Selenocompound metabolism	3/17	1.997464e-02	8.972185e-02	0	0	5.946968e+00	2.327222e+01	TXNRD3;TXNRD1;PAPSS1
GO_Biological_Process_2021	Cushing syndrome	11/155	2.021038e-02	8.972185e-02	0	0	2.130216e+00	8.311163e+00	SCARB1;NR4A1;TCF7L1;RAP1A;PLCB4;WNT5B;CDKN2A;CREB3L2;GNAS;ADCY3;GNAI1
GO_Biological_Process_2021	Aldosterone synthesis and secretion	8/98	2.127303e-02	9.302984e-02	0	0	2.474976e+00	9.529437e+00	SCARB1;NR4A1;PLCB4;CREB3L2;GNAS;ADCY3;CALML4;ATP1A1
GO_Biological_Process_2021	Yersinia infection	10/137	2.194335e-02	9.455001e-02	0	0	2.194539e+00	8.381582e+00	JUN;IL6;CXCL8;ROCK2;IL1B;AKT3;PIP5K1B;FOS;ACTR3B;WASF2
GO_Biological_Process_2021	Sphingolipid signaling pathway	9/119	2.358912e-02	1.001683e-01	0	0	2.279034e+00	8.539472e+00	ABCC1;PLCB4;ROCK2;PPP2R3C;SPHK1;AKT3;DEGS1;BID;GNAI1
GO_Biological_Process_2021	Melanogenesis	8/101	2.498092e-02	1.028015e-01	0	0	2.394764e+00	8.835824e+00	TCF7L1;PLCB4;WNT5B;CREB3L2;GNAS;ADCY3;CALML4;GNAI1
GO_Biological_Process_2021	NOD-like receptor signaling pathway	12/181	2.527650e-02	1.028015e-01	0	0	1.980403e+00	7.283684e+00	JUN;IL6;CXCL8;PLCB4;IFI16;IL1B;NAMPT;TRIP6;XIAP;CXCL1;CXCL3;CXCL2
GO_Biological_Process_2021	Valine, leucine and isoleucine degradation	5/48	2.538973e-02	1.028015e-01	0	0	3.231484e+00	1.187057e+01	HADHB;HADHA;OXCT1;MCCC1;HSD17B10
GO_Biological_Process_2021	Cortisol synthesis and secretion	6/65	2.561267e-02	1.028015e-01	0	0	2.827912e+00	1.036336e+01	SCARB1;NR4A1;PLCB4;CREB3L2;GNAS;ADCY3
GO_Biological_Process_2021	Cocaine addiction	5/49	2.749072e-02	1.088484e-01	0	0	3.157877e+00	1.134912e+01	JUN;CREB3L2;GNAS;FOSB;GNAI1
GO_Biological_Process_2021	ErbB signaling pathway	7/85	2.895391e-02	1.111578e-01	0	0	2.496716e+00	8.843493e+00	JUN;MYC;AKT3;NRG2;MTOR;NCK1;HBEGF
GO_Biological_Process_2021	Toll-like receptor signaling pathway	8/104	2.911821e-02	1.111578e-01	0	0	2.319565e+00	8.202890e+00	JUN;IL6;CXCL8;IL1B;AKT3;CCL4;CCL3;FOS
GO_Biological_Process_2021	Acute myeloid leukemia	6/67	2.921212e-02	1.111578e-01	0	0	2.734910e+00	9.662905e+00	TCF7L1;JUP;MYC;AKT3;MTOR;PML
GO_Biological_Process_2021	Platelet activation	9/124	2.976727e-02	1.118181e-01	0	0	2.179378e+00	7.659087e+00	PTGIR;RAP1A;PLCB4;ROCK2;AKT3;GNAS;PLA2G4A;ADCY3;GNAI1
GO_Biological_Process_2021	Steroid biosynthesis	3/20	3.100384e-02	1.149889e-01	0	0	4.896741e+00	1.700954e+01	EBP;CEL;DHCR7
GO_Biological_Process_2021	cGMP-PKG signaling pathway	11/167	3.263376e-02	1.183746e-01	0	0	1.965121e+00	6.725448e+00	PLCB4;ADRB3;ROCK2;KCNMB1;AKT3;CREB3L2;CNGA1;ADCY3;CALML4;ATP1A1;GNAI1
GO_Biological_Process_2021	Amphetamine addiction	6/69	3.312872e-02	1.183746e-01	0	0	2.647812e+00	9.022034e+00	JUN;CREB3L2;GNAS;FOSB;CALML4;FOS
GO_Biological_Process_2021	Renin secretion	6/69	3.312872e-02	1.183746e-01	0	0	2.647812e+00	9.022034e+00	EDN2;PLCB4;ADRB3;GNAS;CALML4;GNAI1
GO_Biological_Process_2021	Th17 cell differentiation	8/107	3.370498e-02	1.189826e-01	0	0	2.248924e+00	7.624099e+00	JUN;IL6;HLA-DRB4;IL1R1;IL1B;IL1RAP;FOS;MTOR
GO_Biological_Process_2021	Mucin type O-glycan biosynthesis	4/36	3.581348e-02	1.249208e-01	0	0	3.470821e+00	1.155586e+01	GALNT12;C1GALT1C1;C1GALT1;B4GALT5
GO_Biological_Process_2021	Adrenergic signaling in cardiomyocytes	10/150	3.771306e-02	1.289892e-01	0	0	1.989410e+00	6.520787e+00	PLCB4;PPP1R1A;PPP2R3C;AKT3;CREB3L2;GNAS;ADCY3;CALML4;ATP1A1;GNAI1
GO_Biological_Process_2021	Bile secretion	7/90	3.786033e-02	1.289892e-01	0	0	2.345701e+00	7.679477e+00	SCARB1;AQP9;SLC2A1;GNAS;ADCY3;ATP1A1;SLC5A1
GO_Biological_Process_2021	Melanoma	6/72	3.961559e-02	1.326321e-01	0	0	2.527063e+00	8.158704e+00	FGF9;GADD45B;CDKN2A;AKT3;FGF2;FGF3
GO_Biological_Process_2021	Morphine addiction	7/91	3.983489e-02	1.326321e-01	0	0	2.317656e+00	7.469832e+00	GABRQ;GABBR2;GABRP;GNAS;ADCY3;CACNA1A;GNAI1
GO_Biological_Process_2021	Dopaminergic synapse	9/132	4.186446e-02	1.344444e-01	0	0	2.036780e+00	6.463351e+00	PLCB4;PPP2R3C;AKT3;CREB3L2;GNAS;CACNA1A;CALML4;FOS;GNAI1
GO_Biological_Process_2021	p53 signaling pathway	6/73	4.194440e-02	1.344444e-01	0	0	2.489216e+00	7.894325e+00	CCND3;GADD45B;CDKN2A;PERP;SFN;BID
GO_Biological_Process_2021	Regulation of lipolysis in adipocytes	5/55	4.239191e-02	1.344444e-01	0	0	2.778066e+00	8.780906e+00	ADRB3;AKT3;GNAS;ADCY3;GNAI1
GO_Biological_Process_2021	Toxoplasmosis	8/112	4.239635e-02	1.344444e-01	0	0	2.140245e+00	6.764658e+00	HLA-DRB4;LAMB3;AKT3;HSPA6;XIAP;LAMC2;ITGA6;GNAI1
GO_Biological_Process_2021	Calcium signaling pathway	14/240	4.267348e-02	1.344444e-01	0	0	1.727630e+00	5.449253e+00	RYR1;PTGFR;SPHK1;ADCY3;CACNA1A;CALML4;FGF2;FGF3;HRH1;PLCB4;ADRB3;FGF9;ADORA2B;GNAS
GO_Biological_Process_2021	GnRH signaling pathway	7/93	4.398263e-02	1.351974e-01	0	0	2.263521e+00	7.071150e+00	JUN;PLCB4;GNAS;PLA2G4A;ADCY3;CALML4;HBEGF
GO_Biological_Process_2021	Salivary secretion	7/93	4.398263e-02	1.351974e-01	0	0	2.263521e+00	7.071150e+00	PLCB4;ADRB3;GNAS;ADCY3;AQP5;CALML4;ATP1A1
GO_Biological_Process_2021	Serotonergic synapse	8/113	4.429677e-02	1.351974e-01	0	0	2.119752e+00	6.606934e+00	APP;PLCB4;DUSP1;GNAS;CACNA1A;PLA2G4A;ALOX12;GNAI1
GO_Biological_Process_2021	Thyroid hormone synthesis	6/75	4.685585e-02	1.409100e-01	0	0	2.416813e+00	7.397091e+00	PLCB4;CREB3L2;GNAS;GPX7;ADCY3;ATP1A1
GO_Biological_Process_2021	Cellular senescence	10/156	4.713031e-02	1.409100e-01	0	0	1.907056e+00	5.825750e+00	CCND3;IL6;CXCL8;MRAS;GADD45B;CDKN2A;MYC;AKT3;CALML4;MTOR
GO_Biological_Process_2021	Glutathione metabolism	5/57	4.825580e-02	1.428177e-01	0	0	2.670940e+00	8.096259e+00	GGT5;G6PD;GSTP1;ODC1;GPX7
GO_Biological_Process_2021	Gastric acid secretion	6/76	4.943955e-02	1.448579e-01	0	0	2.382164e+00	7.163177e+00	PLCB4;GNAS;ADCY3;CALML4;ATP1A1;GNAI1
GO_Biological_Process_2021	Apelin signaling pathway	9/137	5.090540e-02	1.476761e-01	0	0	1.956708e+00	5.826659e+00	RYR1;MRAS;PLCB4;SPHK1;AKT3;ADCY3;CALML4;GNAI1;MTOR
GO_Biological_Process_2021	Epstein-Barr virus infection	12/202	5.148655e-02	1.478976e-01	0	0	1.759583e+00	5.219687e+00	JUN;CCND3;IL6;HLA-DRB4;BCL2L11;GADD45B;MYC;AKT3;CALR;CD58;BID;CD44
GO_Biological_Process_2021	Circadian entrainment	7/97	5.308730e-02	1.495633e-01	0	0	2.162470e+00	6.348617e+00	RYR1;PLCB4;GNAS;ADCY3;CALML4;FOS;GNAI1
GO_Biological_Process_2021	Prostate cancer	7/97	5.308730e-02	1.495633e-01	0	0	2.162470e+00	6.348617e+00	TCF7L1;GSTP1;AKT3;CREB3L2;MMP3;ETV5;MTOR
GO_Biological_Process_2021	Bladder cancer	4/41	5.381704e-02	1.501752e-01	0	0	3.001013e+00	8.769454e+00	CXCL8;CDKN2A;MYC;HBEGF
GO_Biological_Process_2021	Measles	9/139	5.485465e-02	1.516265e-01	0	0	1.926404e+00	5.592482e+00	CCND3;JUN;IL6;IL1B;AKT3;CSNK2B;HSPA6;FOS;BID
GO_Biological_Process_2021	Growth hormone synthesis, secretion and action	8/119	5.687278e-02	1.557358e-01	0	0	2.004544e+00	5.746903e+00	PLCB4;AKT3;CREB3L2;GNAS;ADCY3;FOS;GNAI1;MTOR
GO_Biological_Process_2021	Alzheimer disease	19/369	5.992220e-02	1.612180e-01	0	0	1.515203e+00	4.264854e+00	APP;WNT5B;CALML4;SDHD;HSD17B10;TUBA4A;MTOR;LRP6;BACE2;TUBB6;ADAM17;IL6;FRAT2;PLCB4;IL1B;AKT3;CSNK2B;NRBF2;BID
GO_Biological_Process_2021	Hippo signaling pathway	10/163	5.997529e-02	1.612180e-01	0	0	1.819140e+00	5.118738e+00	YAP1;SMAD1;WWTR1;CCND3;BMP2;TCF7L1;WNT5B;MYC;BMP8A;SMAD7
GO_Biological_Process_2021	Fatty acid degradation	4/43	6.216280e-02	1.655791e-01	0	0	2.846819e+00	7.908459e+00	HADHB;HADHA;ACSL1;ACSL4
