Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	TGF-beta signaling pathway	5/94	8.952471e-02	4.680770e-01	0	0	2.180449e+00	5.261949e+00	PPP2CA;SMAD2;CREBBP;ROCK1;ID2
KEGG_2021_Human	Lipid and atherosclerosis	9/215	9.584649e-02	4.680770e-01	0	0	1.699039e+00	3.984259e+00	ABCA1;PYCARD;RAP1B;PPP3CA;TBK1;PPP3CC;CASP8;TNFRSF10B;PIK3R1
KEGG_2021_Human	Amphetamine addiction	4/69	9.676840e-02	4.680770e-01	0	0	2.386611e+00	5.573775e+00	PPP3CA;PPP3CC;MAOB;MAOA
KEGG_2021_Human	Non-alcoholic fatty liver disease	7/155	9.840161e-02	4.680770e-01	0	0	1.837472e+00	4.260542e+00	NDUFB8;CASP8;IRS1;NDUFS3;IRS2;UQCRC2;PIK3R1
KEGG_2021_Human	Phosphatidylinositol signaling system	5/97	9.906991e-02	4.680770e-01	0	0	2.109022e+00	4.875910e+00	INPP5F;SYNJ1;PIP4K2A;PIK3R1;IP6K2
KEGG_2021_Human	Prostate cancer	5/97	9.906991e-02	4.680770e-01	0	0	2.109022e+00	4.875910e+00	RB1;CREBBP;CDKN1B;CTNNB1;PIK3R1
KEGG_2021_Human	RIG-I-like receptor signaling pathway	4/70	1.007018e-01	4.680770e-01	0	0	2.350330e+00	5.395396e+00	CASP8;TBK1;AZI2;ATG12
KEGG_2021_Human	Terpenoid backbone biosynthesis	2/22	1.055406e-01	4.732906e-01	0	0	3.871769e+00	8.706293e+00	ACAT1;PCYOX1
KEGG_2021_Human	Non-small cell lung cancer	4/72	1.087859e-01	4.732906e-01	0	0	2.280967e+00	5.060037e+00	RB1;PIK3R1;FHIT;DDB2
KEGG_2021_Human	Inositol phosphate metabolism	4/73	1.129341e-01	4.732906e-01	0	0	2.247794e+00	4.902329e+00	MINPP1;INPP5F;SYNJ1;PIP4K2A
KEGG_2021_Human	Transcriptional misregulation in cancer	8/192	1.142540e-01	4.732906e-01	0	0	1.689354e+00	3.664768e+00	HHEX;CDKN1B;MAX;ID2;MLLT3;MLF1;SUPT3H;DDB2
KEGG_2021_Human	Pyruvate metabolism	3/47	1.151759e-01	4.732906e-01	0	0	2.641842e+00	5.709799e+00	ALDH2;ACACB;ACAT1
KEGG_2021_Human	Chagas disease	5/102	1.160586e-01	4.732906e-01	0	0	1.999794e+00	4.306875e+00	SMAD2;PPP2CA;CASP8;PPP2R2A;PIK3R1
KEGG_2021_Human	Human cytomegalovirus infection	9/225	1.177099e-01	4.732906e-01	0	0	1.619540e+00	3.465057e+00	RB1;PPP3CA;GNG10;TBK1;PPP3CC;CASP8;ROCK1;CTNNB1;PIK3R1
KEGG_2021_Human	Hippo signaling pathway	7/163	1.195544e-01	4.732906e-01	0	0	1.742521e+00	3.701087e+00	SMAD2;PPP2CA;APC;ID2;CTNNB1;PPP2R2A;AREG
KEGG_2021_Human	Neomycin, kanamycin and gentamicin biosynthesis	1/5	1.200444e-01	4.732906e-01	0	0	9.668155e+00	2.049546e+01	HK1
KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism	3/48	1.206797e-01	4.732906e-01	0	0	2.583001e+00	5.462055e+00	UGDH;NANS;HK1
KEGG_2021_Human	Chronic myeloid leukemia	4/76	1.257873e-01	4.800314e-01	0	0	2.153804e+00	4.465186e+00	RB1;CDKN1B;PIK3R1;DDB2
KEGG_2021_Human	cGMP-PKG signaling pathway	7/167	1.309439e-01	4.800314e-01	0	0	1.698607e+00	3.453244e+00	PPP3CA;PPP3CC;PPP1R12A;ROCK1;IRS1;IRS2;VDAC1
KEGG_2021_Human	Arginine and proline metabolism	3/50	1.319682e-01	4.800314e-01	0	0	2.472832e+00	5.007965e+00	ALDH2;MAOB;MAOA
KEGG_2021_Human	N-Glycan biosynthesis	3/50	1.319682e-01	4.800314e-01	0	0	2.472832e+00	5.007965e+00	ALG6;MAN1A1;ALG11
KEGG_2021_Human	Amyotrophic lateral sclerosis	13/364	1.337622e-01	4.800314e-01	0	0	1.441132e+00	2.899114e+00	DCTN6;NDUFB8;ANXA11;PPP3CA;TBK1;PPP3CC;HNRNPA2B1;CHMP2B;CAT;NDUFS3;ANXA7;VDAC1;UQCRC2
KEGG_2021_Human	Hepatocellular carcinoma	7/168	1.338733e-01	4.800314e-01	0	0	1.687969e+00	3.394272e+00	RB1;SMAD2;APC;CTNNB1;PIK3R1;SMARCA2;DDB2
KEGG_2021_Human	HIF-1 signaling pathway	5/109	1.419785e-01	4.959649e-01	0	0	1.864519e+00	3.639690e+00	CREBBP;PFKFB3;CDKN1B;PIK3R1;HK1
KEGG_2021_Human	Vitamin B6 metabolism	1/6	1.422688e-01	4.959649e-01	0	0	7.734127e+00	1.508183e+01	AOX1
KEGG_2021_Human	Influenza A	7/172	1.459097e-01	5.016896e-01	0	0	1.646708e+00	3.169529e+00	PYCARD;CREBBP;TBK1;CASP8;TNFRSF10B;VDAC1;PIK3R1
KEGG_2021_Human	Butanoate metabolism	2/28	1.568214e-01	5.319211e-01	0	0	2.977367e+00	5.516012e+00	BDH2;ACAT1
KEGG_2021_Human	Regulation of lipolysis in adipocytes	3/55	1.616685e-01	5.410506e-01	0	0	2.234485e+00	4.071695e+00	IRS1;IRS2;PIK3R1
KEGG_2021_Human	ErbB signaling pathway	4/85	1.676923e-01	5.538258e-01	0	0	1.913605e+00	3.416980e+00	CDKN1B;PIK3R1;AREG;EREG
KEGG_2021_Human	Shigellosis	9/246	1.715684e-01	5.592684e-01	0	0	1.474428e+00	2.599083e+00	PYCARD;CAST;TBK1;ROCK1;UBE2D2;VDAC1;PIK3R1;ATG12;HK1
KEGG_2021_Human	Ascorbate and aldarate metabolism	2/30	1.748121e-01	5.625365e-01	0	0	2.764414e+00	4.821257e+00	UGDH;ALDH2
KEGG_2021_Human	Growth hormone synthesis, secretion and action	5/119	1.828542e-01	5.715759e-01	0	0	1.700088e+00	2.888561e+00	CREBBP;IRS1;IRS2;PIK3R1;JUNB
KEGG_2021_Human	Riboflavin metabolism	1/8	1.850510e-01	5.715759e-01	0	0	5.523810e+00	9.319350e+00	RFK
KEGG_2021_Human	VEGF signaling pathway	3/59	1.867242e-01	5.715759e-01	0	0	2.074452e+00	3.481185e+00	PPP3CA;PPP3CC;PIK3R1
KEGG_2021_Human	PI3K-Akt signaling pathway	12/354	1.867300e-01	5.715759e-01	0	0	1.363154e+00	2.287498e+00	PPP2CA;NTRK2;GNG10;CDKN1B;PHLPP1;IRS1;PPP2R5E;F2R;PPP2R2A;PIK3R1;AREG;EREG
KEGG_2021_Human	Fructose and mannose metabolism	2/33	2.023467e-01	6.118149e-01	0	0	2.496505e+00	3.988847e+00	PFKFB3;HK1
KEGG_2021_Human	Platelet activation	5/124	2.047508e-01	6.118149e-01	0	0	1.628235e+00	2.582319e+00	RAP1B;PPP1R12A;ROCK1;F2R;PIK3R1
KEGG_2021_Human	Basal cell carcinoma	3/63	2.126992e-01	6.207849e-01	0	0	1.935757e+00	2.996312e+00	APC;CTNNB1;DDB2
KEGG_2021_Human	Cytosolic DNA-sensing pathway	3/63	2.126992e-01	6.207849e-01	0	0	1.935757e+00	2.996312e+00	PYCARD;TBK1;POLR1D
KEGG_2021_Human	Human papillomavirus infection	11/331	2.173496e-01	6.270660e-01	0	0	1.334293e+00	2.036462e+00	RB1;PPP2CA;CREBBP;TBK1;CDKN1B;CASP8;APC;PPP2R5E;CTNNB1;PPP2R2A;PIK3R1
KEGG_2021_Human	Nicotinate and nicotinamide metabolism	2/35	2.209618e-01	6.302433e-01	0	0	2.344961e+00	3.540341e+00	NMRK1;AOX1
KEGG_2021_Human	Alzheimer disease	12/369	2.249015e-01	6.342728e-01	0	0	1.304856e+00	1.946966e+00	PPP3CA;NDUFB8;PPP3CC;CASP8;APC;IRS1;NDUFS3;CTNNB1;VDAC1;IRS2;UQCRC2;PIK3R1
KEGG_2021_Human	Pathogenic Escherichia coli infection	7/197	2.313670e-01	6.452567e-01	0	0	1.428186e+00	2.090508e+00	CLDN22;PYCARD;SEC24B;CASP8;ROCK1;F2R;TNFRSF10B
KEGG_2021_Human	Glycolysis / Gluconeogenesis	3/67	2.393878e-01	6.469511e-01	0	0	1.814399e+00	2.593992e+00	MINPP1;ALDH2;HK1
KEGG_2021_Human	Aldosterone-regulated sodium reabsorption	2/37	2.397070e-01	6.469511e-01	0	0	2.210736e+00	3.157678e+00	IRS1;PIK3R1
KEGG_2021_Human	Thyroid cancer	2/37	2.397070e-01	6.469511e-01	0	0	2.210736e+00	3.157678e+00	CTNNB1;DDB2
KEGG_2021_Human	Adipocytokine signaling pathway	3/69	2.529384e-01	6.520698e-01	0	0	1.759236e+00	2.418262e+00	IRS1;IRS2;ACACB
KEGG_2021_Human	Renal cell carcinoma	3/69	2.529384e-01	6.520698e-01	0	0	1.759236e+00	2.418262e+00	RAP1B;CREBBP;PIK3R1
KEGG_2021_Human	Diabetic cardiomyopathy	7/203	2.540364e-01	6.520698e-01	0	0	1.384036e+00	1.896514e+00	SMAD2;NDUFB8;IRS1;NDUFS3;VDAC1;UQCRC2;PIK3R1
KEGG_2021_Human	Longevity regulating pathway	4/102	2.572272e-01	6.520698e-01	0	0	1.580268e+00	2.145681e+00	IRS1;CAT;IRS2;PIK3R1
KEGG_2021_Human	Various types of N-glycan biosynthesis	2/39	2.585231e-01	6.520698e-01	0	0	2.091021e+00	2.828671e+00	MAN1A1;ALG11
KEGG_2021_Human	Insulin signaling pathway	5/137	2.651955e-01	6.520698e-01	0	0	1.466894e+00	1.946991e+00	IRS1;IRS2;PIK3R1;ACACB;HK1
KEGG_2021_Human	Yersinia infection	5/137	2.651955e-01	6.520698e-01	0	0	1.466894e+00	1.946991e+00	PYCARD;TBK1;ROCK1;PIK3R1;ARHGEF7
KEGG_2021_Human	Adherens junction	3/71	2.665953e-01	6.520698e-01	0	0	1.707318e+00	2.257114e+00	CREBBP;CTNNB1;SSX2IP
KEGG_2021_Human	Glycine, serine and threonine metabolism	2/40	2.679409e-01	6.520698e-01	0	0	2.035890e+00	2.681245e+00	MAOB;MAOA
KEGG_2021_Human	Melanoma	3/72	2.734565e-01	6.520698e-01	0	0	1.682487e+00	2.181534e+00	RB1;PIK3R1;DDB2
KEGG_2021_Human	Rap1 signaling pathway	7/210	2.812653e-01	6.520698e-01	0	0	1.335826e+00	1.694438e+00	RAP1B;DOCK4;RALB;F2R;CTNNB1;PIK3R1;RAPGEF6
KEGG_2021_Human	Non-homologous end-joining	1/13	2.829184e-01	6.520698e-01	0	0	3.221396e+00	4.067323e+00	RAD50
KEGG_2021_Human	Glucagon signaling pathway	4/107	2.852388e-01	6.520698e-01	0	0	1.503168e+00	1.885618e+00	PPP3CA;CREBBP;PPP3CC;ACACB
KEGG_2021_Human	Th17 cell differentiation	4/107	2.852388e-01	6.520698e-01	0	0	1.503168e+00	1.885618e+00	SMAD2;PPP3CA;PPP3CC;STAT6
KEGG_2021_Human	Human immunodeficiency virus 1 infection	7/212	2.891769e-01	6.520698e-01	0	0	1.322656e+00	1.641042e+00	CUL4A;PPP3CA;GNG10;TBK1;PPP3CC;CASP8;PIK3R1
KEGG_2021_Human	Drug metabolism	4/108	2.908968e-01	6.520698e-01	0	0	1.488638e+00	1.838151e+00	MAOB;MAOA;AOX1;TK2
KEGG_2021_Human	Insulin resistance	4/108	2.908968e-01	6.520698e-01	0	0	1.488638e+00	1.838151e+00	IRS1;IRS2;PIK3R1;ACACB
KEGG_2021_Human	Glioma	3/75	2.941393e-01	6.520698e-01	0	0	1.612135e+00	1.972772e+00	RB1;PIK3R1;DDB2
KEGG_2021_Human	Signaling pathways regulating pluripotency of stem cells	5/143	2.943577e-01	6.520698e-01	0	0	1.402681e+00	1.715423e+00	SMAD2;APC;ID2;CTNNB1;PIK3R1
KEGG_2021_Human	Fat digestion and absorption	2/43	2.961592e-01	6.520698e-01	0	0	1.886631e+00	2.295763e+00	ABCA1;ACAT1
KEGG_2021_Human	Fatty acid degradation	2/43	2.961592e-01	6.520698e-01	0	0	1.886631e+00	2.295763e+00	ALDH2;ACAT1
KEGG_2021_Human	Tuberculosis	6/180	3.033803e-01	6.621604e-01	0	0	1.335153e+00	1.592528e+00	HSPA9;PPP3CA;CREBBP;CASP8;PPP3CC;LAMP1
KEGG_2021_Human	Regulation of actin cytoskeleton	7/218	3.132021e-01	6.738247e-01	0	0	1.284646e+00	1.491354e+00	PPP1R12A;ROCK1;APC;F2R;PIP4K2A;PIK3R1;ARHGEF7
KEGG_2021_Human	Breast cancer	5/147	3.140936e-01	6.738247e-01	0	0	1.362887e+00	1.578311e+00	RB1;APC;CTNNB1;PIK3R1;DDB2
KEGG_2021_Human	Thiamine metabolism	1/15	3.186976e-01	6.779077e-01	0	0	2.760913e+00	3.157138e+00	AK5
KEGG_2021_Human	Spliceosome	5/150	3.290071e-01	6.939562e-01	0	0	1.334483e+00	1.483512e+00	PRPF4;HNRNPK;DDX46;SYF2;RBM22
KEGG_2021_Human	Carbohydrate digestion and absorption	2/47	3.335010e-01	6.964158e-01	0	0	1.718577e+00	1.887186e+00	PIK3R1;HK1
KEGG_2021_Human	B cell receptor signaling pathway	3/81	3.357224e-01	6.964158e-01	0	0	1.487665e+00	1.623742e+00	PPP3CA;PPP3CC;PIK3R1
KEGG_2021_Human	Cocaine addiction	2/49	3.519658e-01	7.108369e-01	0	0	1.645277e+00	1.718033e+00	MAOB;MAOA
KEGG_2021_Human	Primary bile acid biosynthesis	1/17	3.526950e-01	7.108369e-01	0	0	2.415551e+00	2.517370e+00	CYP46A1
KEGG_2021_Human	Neurotrophin signaling pathway	4/119	3.538183e-01	7.108369e-01	0	0	1.345483e+00	1.397919e+00	RAP1B;NTRK2;IRS1;PIK3R1
KEGG_2021_Human	Cushing syndrome	5/155	3.540025e-01	7.108369e-01	0	0	1.289667e+00	1.339256e+00	RB1;RAP1B;CDKN1B;APC;CTNNB1
KEGG_2021_Human	Cholesterol metabolism	2/50	3.611324e-01	7.193986e-01	0	0	1.610918e+00	1.640737e+00	ABCA1;VDAC1
KEGG_2021_Human	Pathways in cancer	15/531	3.653611e-01	7.220917e-01	0	0	1.125949e+00	1.133683e+00	RB1;SMAD2;CREBBP;RALB;CDKN1B;ROCK1;MAX;F2R;PIK3R1;DDB2;GNG10;CASP8;APC;CTNNB1;STAT6
KEGG_2021_Human	Fatty acid biosynthesis	1/18	3.690533e-01	7.236905e-01	0	0	2.273343e+00	2.266100e+00	ACACB
KEGG_2021_Human	MicroRNAs in cancer	9/310	3.828491e-01	7.432939e-01	0	0	1.157071e+00	1.110920e+00	CREBBP;HNRNPK;CDKN1B;ROCK1;APC;IRS1;CCNG1;IRS2;PIK3R1
KEGG_2021_Human	Glycosaminoglycan biosynthesis	2/53	3.883262e-01	7.432939e-01	0	0	1.515924e+00	1.433927e+00	EXTL2;GLCE
KEGG_2021_Human	JAK-STAT signaling pathway	5/162	3.891051e-01	7.432939e-01	0	0	1.231720e+00	1.162627e+00	CREBBP;AOX1;STAT6;PIK3R1;PIAS1
KEGG_2021_Human	PD-L1 expression and PD-1 checkpoint pathway in cancer	3/89	3.908956e-01	7.432939e-01	0	0	1.348721e+00	1.266874e+00	PPP3CA;PPP3CC;PIK3R1
KEGG_2021_Human	Osteoclast differentiation	4/127	3.996920e-01	7.496074e-01	0	0	1.257453e+00	1.153161e+00	PPP3CA;PPP3CC;PIK3R1;JUNB
KEGG_2021_Human	Epstein-Barr virus infection	6/202	4.019506e-01	7.496074e-01	0	0	1.183939e+00	1.079073e+00	RB1;TBK1;CDKN1B;CASP8;PIK3R1;DDB2
KEGG_2021_Human	Wnt signaling pathway	5/166	4.091238e-01	7.496074e-01	0	0	1.200870e+00	1.073262e+00	PPP3CA;CREBBP;PPP3CC;APC;CTNNB1
KEGG_2021_Human	Purine metabolism	4/129	4.110901e-01	7.496074e-01	0	0	1.237206e+00	1.099805e+00	ENTPD4;ADK;AK5;FHIT
KEGG_2021_Human	Th1 and Th2 cell differentiation	3/92	4.113198e-01	7.496074e-01	0	0	1.303057e+00	1.157616e+00	PPP3CA;PPP3CC;STAT6
KEGG_2021_Human	Pyrimidine metabolism	2/56	4.149963e-01	7.496074e-01	0	0	1.431485e+00	1.258971e+00	ENTPD4;TK2
KEGG_2021_Human	Pantothenate and CoA biosynthesis	1/21	4.156940e-01	7.496074e-01	0	0	1.932044e+00	1.695959e+00	ALDH2
KEGG_2021_Human	Natural killer cell mediated cytotoxicity	4/131	4.224425e-01	7.496074e-01	0	0	1.217596e+00	1.049205e+00	PPP3CA;PPP3CC;TNFRSF10B;PIK3R1
KEGG_2021_Human	Pathways of neurodegeneration	13/475	4.232534e-01	7.496074e-01	0	0	1.088538e+00	9.359077e-01	DCTN6;NDUFB8;PPP3CA;TBK1;PPP3CC;CASP8;APC;CHMP2B;CAT;NDUFS3;CTNNB1;VDAC1;UQCRC2
KEGG_2021_Human	Tight junction	5/169	4.240807e-01	7.496074e-01	0	0	1.178720e+00	1.011143e+00	CLDN22;PPP2CA;ROCK1;PPP2R2A;RAPGEF6
KEGG_2021_Human	Salmonella infection	7/249	4.405774e-01	7.700677e-01	0	0	1.118283e+00	9.166222e-01	PYCARD;DCTN6;CASP8;VPS41;RHOH;CTNNB1;TNFRSF10B
KEGG_2021_Human	Mannose type O-glycan biosynthesis	1/23	4.448598e-01	7.700677e-01	0	0	1.756223e+00	1.422534e+00	FKTN
KEGG_2021_Human	Renin-angiotensin system	1/23	4.448598e-01	7.700677e-01	0	0	1.756223e+00	1.422534e+00	PRCP
KEGG_2021_Human	cAMP signaling pathway	6/216	4.645814e-01	7.803557e-01	0	0	1.104208e+00	8.465066e-01	RAP1B;CREBBP;PPP1R12A;ROCK1;F2R;PIK3R1
KEGG_2021_Human	AGE-RAGE signaling pathway in diabetic complications	3/100	4.646179e-01	7.803557e-01	0	0	1.195096e+00	9.160887e-01	SMAD2;CDKN1B;PIK3R1
KEGG_2021_Human	Progesterone-mediated oocyte maturation	3/100	4.646179e-01	7.803557e-01	0	0	1.195096e+00	9.160887e-01	CDC23;CDC16;PIK3R1
